Form,Section,Variable,Type,Question,Answer Options,Validation,Minimum,Maximum,List,Skip Logic,Body System,Definition,Completion Guideline,Standardized Term Codelist,Standardized Term Code,Metathesaurus,Identifier,Research Category,preset_ARChetype Syndromic CRF_ARI,preset_ARChetype Disease CRF_Mpox
daily,SIGNS: Record the clinical findings observed between 00:00 and 24:00 on the day of assessment,sign_oedema_site,checkbox,Oedema site(s),"1, Feet | 2, Ankle | 3, Legs (below knee) | 4, Legs (above knees)  | 5, Scrotum/Labia | 6, Sacrum | 7, Abdomen | 8, Neck | 9, Face | 99, Unknown | 88, Other",,,,,[sign_oedema] = '1',Systemic/General,This refers to the location of the odema.,"If 'Yes', specify the location of the oedema. Select all that apply.",,,,,,1,
daily,SIGNS: Record the clinical findings observed between 00:00 and 24:00 on the day of assessment,sign_oedema_site_oth,text,Specify other oedema site(s),,,,,,[sign_oedema_site(88)] = '1',Systemic/General,This refers to the location of the odema.,"If 'Other', specify the site of oedema",,,,,,1,
daily,SIGNS: Record the clinical findings observed between 00:00 and 24:00 on the day of assessment,sign_resp,descriptive,Respiratory signs,,,,,,[sign_dailydata]='1',Respiratory,This refers to signs and symptoms relating to the respiratory system.,"Indicate 'Yes', if the patient experienced this between 00:00 to 24:00 on day of assessment.",,,,,,1,1
daily,SIGNS: Record the clinical findings observed between 00:00 and 24:00 on the day of assessment,sign_respdistress,radio,Respiratory distress,"1, Yes | 0, No | 99, Unknown",,,,,[sign_dailydata]='1',Respiratory,This refer to a pathological increase in the effort and frequency of breathing movements.,"Indicate 'Yes', if the patient experienced this between 00:00 to 24:00 on day of assessment.",,,,,,,
daily,SIGNS: Record the clinical findings observed between 00:00 and 24:00 on the day of assessment,sign_chestindrw,radio,Lower chest wall indrawing,"1, Yes | 0, No | 99, Unknown",,,,,[sign_dailydata]='1',Respiratory,"Defined as a clinical sign of respiratory distress, distinguished by the abnormal inward movement of the lower chest wall during inspiration. If only the soft tissue between the ribs or above the clavicle goes in when the patient breathes, this is not lower chest wall in-drawing.","Indicate 'Yes', if the patient experienced this between 00:00 to 24:00 on day of assessment.",SNOMED,SNOMED,"C23196, Chest wall retraction",,clinical_features,1,
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00  to 24:00 on day of assessment.,treat_o2supp,radio,Supplemental oxygen,"1, Yes | 0, No | 99, Unknown",,,,,,,"This refers to any method of oxygen therapy that may be delivered via nose cannula, mask or non-invasive or invasive ventilation.","Indicate 'Yes', if the patient received supplemental oxygen between 00:00 and 24:00 hours on day of assessment.",SNOMED,SNOMED,"C428648, Inspired oxygen concentration",,,1,1
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00  to 24:00 on day of assessment.,treat_nasalprongs,radio,Nasal prongs,"1, Yes | 0, No | 99, Unknown",,,,,[treat_o2supp] = '1',,This refers to nasal prongs or nasal cannluae which deliver oxygen through two small prongs or cannulae insterted into the nostrils.,"Indicate 'Yes', if this mode of respiratory support was used to deliver supplemental oxygen to the patient between 00:00 and 24:00 hours on day of assessment.",SNOMED,SNOMED,"C44587, Nasal prongs",,,1,1
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00  to 24:00 on day of assessment.,treat_facemask,radio,Face mask,"1, Yes | 0, No | 99, Unknown",,,,,[treat_o2supp] = '1',,"This refers to a simple oxygen face mask which is a device placed over a patient's nose, mouth, or tracheostomy to administer oxygen to the airway.","Indicate 'Yes', if this mode of respiratory support was used to deliver supplemental oxygen to the patient between 00:00 and 24:00 hours on day of assessment.",SNOMED,SNOMED,"C1299377, Oxygen administration by mask",,,1,1
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00  to 24:00 on day of assessment.,treat_hfno,radio,High flow nasal oxygen,"1, Yes | 0, No | 99, Unknown",,,,,[treat_o2supp] = '1',,"This refers to high -flow nasal oxygen therapy which is a non-invasive respiratory support that delivers warmed, humidified, oxygen-enriched air to patients at flow rates greater than those typically delivered by standard-flow oxygen devices.","Indicate 'Yes', if this mode of respiratory support was used to deliver supplemental oxygen to the patient between 00:00 and 24:00 hours on day of assessment.",SNOMED,SNOMED,"C4761117, High-flow nasal cannula oxygen therapy",,,1,1
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00  to 24:00 on day of assessment.,treat_niv,radio,Non-invasive ventilation,"1, Yes | 0, No | 99, Unknown",,,,,[treat_o2supp] = '1',,"This refers to non-invasive ventilation which provides ventilatory support through the patient's upper airway using a mask or similar device, without the need for tracheal intubation. Examples include Continuous Positive Airway Pressure (CPAP) and Biphasic Continuous Positive Airway Pressure (BiPAP). ","Indicate 'Yes', if this mode of respiratory support was used to deliver supplemental oxygen to the patient between 00:00 and 24:00 hours on day of assessment.",SNOMED,SNOMED,"C1997883, Noninvasive Ventilation",,,1,1
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00  to 24:00 on day of assessment.,treat_niv_type,radio,Type of non-invasive ventilation,"1, CPAP | 2, BIPAP | 99, Unknown | 88, Other",,,,,[treat_niv]='1',,This refers to the type of non-invasive respiratory support or ventilation (NIV) used. Continuous positive airway pressure (CPAP) is a technique which uses a continuously maintains airway pressure above atmospheric pressure throughout the respiratory cycle to support spontaneous breathing activity. Biphasic Continuous Positive Airway Pressure (BPAP) uses a time-cycled change of the applied positive airway pressure level to support spontaneous breathing activity.,Select the single most appropriate option corresponding to the type of NIV used between 00:00 and 24:00 hours on day of assessment.,SNOMED,SNOMED,"C199451, Continuous Positive Airway Pressure | C4194, Dual pressure spontaneous ventilation support'",,,1,1
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00  to 24:00 on day of assessment.,treat_niv_type_oth,text,Specify other type of non-invasive ventilation,,,,,,[treat_niv_type]='88',,This refers to the type of non-invasive respiratory support or ventilation (NIV) used.,"If 'Other', specify other type of non-invasive ventilation.",,,,,,1,1
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00  to 24:00 on day of assessment.,treat_imv,radio,Invasive ventilation,"1, Yes | 0, No | 99, Unknown",,,,,[treat_o2supp] = '1',,"Thsi refers to invasive mechanical ventilation (IMV) which indicates that patient has undergone tracheal intubation, to mechanically assist or replace spontaneous breathing in patients by use of a powered device that forces oxygenated air into the lungs. The mode of intubation may be orotracheal, nasotracheal, or via a cricothyrotomy or tracheotomy.","Indicate 'Yes', if this mode of respiratory support was used to deliver supplemental oxygen to the patient between 00:00 and 24:00 hours on day of assessment.",SNOMED,SNOMED,"C1868981, Invasive mechanical ventilation",,,1,1
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00  to 24:00 on day of assessment.,treat_ecmo,radio,ECLS / ECMO,"1, Yes | 0, No | 99, Unknown",,,,,[treat_o2supp] = '1',,"This refers to Extracorporeal Membrane Oxygenation (ECMO) also called to as Extracorporeal life support (ECLS) which is application of a life support system that circulates the blood through an oxygenating system, and may consist of a pump, a membrane oxygenator, and a heat exchanger.","Indicate 'Yes', if this mode of respiratory support was used to deliver supplemental oxygen to the patient between 00:00 and 24:00 hours on day of assessment.",SNOMED,SNOMED,"C15357, Extracorporeal Membrane Oxygenation",,,1,1
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00  to 24:00 on day of assessment.,treat_ecmo_type,radio,Type of ECLS / ECMO,"1, Veno-venous (VV) | 2, Veno-arterial (VA) | 99, Unknown",,,,,[treat_ecmo]='1',,"This refers to the type of Extracorporeal Membrane Oxygenation (ECMO), also called Extracorporeal life support (ECLS). Veno-venous (venous-venous) ECMO / ECLS is used to support the lungs and veno-arterial (venous-arterial) ECLS / ECMO is used to support the lungs and heart.",Select the single most appropriate option corresponding to the type of ECLS / ECMO used between 00:00 and 24:00 hours on day of assessment.,SNOMED,SNOMED,"C519299, Venovenous ECMO | C519297, Venoarterial ECMO",,,1,1
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00  to 24:00 on day of assessment.,treat_prone,radio,Prone positioning,"1, Yes | 0, No | 99, Unknown",,,,,,,This refers to prone positioning which is the act of having the patient lying in the prone position to assist ventilation. It includes both invasive ventilation (intubated) patients and non-intubated or self-ventilating patients. ,"Indicate 'Yes', for any patients if they have been in the prone position to aid their ventilation at any time during admission. If 'Yes' Indicate what type of ventilation was occurring while prone positioning below.",SNOMED,SNOMED,"CL147586, Prone ventilation",,,1,1
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00  to 24:00 on day of assessment.,treat_prone_when,radio,When was the prone positioning?,"1, During invasive ventilation | 2, Whilst self-ventilating | 99, Unknown",,,,,[treat_prone] = '1',,This refers to the type of assisted ventilation when the patient was placed in prone position. It may be either invasive ventilation (intubated) patients or non-intubated / self-ventilating patients. ,Specify the type of assisted ventilation administered when the patient was placed in prone position.,SNOMED,SNOMED,"CL147586, Prone ventilation",,,1,1
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00  to 24:00 on day of assessment.,treat_pao2yn,radio,PaO2 sample type,"1, Arterial | 2, Capillary | 3, Venous | 99, Unknown | 0, Not done",,,,,,,This refers to the type of blood sample used to measure partial pressure of oxygen in blood (PaO2) using blood gas analysis.,Select the type of blood sample used to measure partial pressure of oxygen.,SNOMED,SNOMED,"C444253, Arterial blood specimen | C444255, Venous blood specimen | C444254, Capillary blood specimen (specimen)",,,1,1
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00  to 24:00 on day of assessment.,treat_pao2,,PaO2 (select units),,,,,,[treat_pao2yn] = '1' or [treat_pao2yn] = '2' or [treat_pao2yn] = '3',,,,,,,,,1,1
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00  to 24:00 on day of assessment.,treat_pao2_kpa,number,PaO2 (kPa),,number,0,,,[treat_pao2yn] = '1' or [treat_pao2yn] = '2' or [treat_pao2yn] = '3',,This refers to the lowest PaO2 (in kPa) between 00:00 and 24:00 on day of assessment.,Record the lowest PaO2 (in kPa) that was measured between 00:00 and 24:00 hours on day of assessment.,SNOMED,SNOMED,"C1318112, Partial pressure of oxygen in blood",,,1,1
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00  to 24:00 on day of assessment.,treat_pao2_mmhg,number,PaO2 (mmHg),,number,0,,,[treat_pao2yn] = '1' or [treat_pao2yn] = '2' or [treat_pao2yn] = '3',,This refers to the lowest PaO2 (in mmHg) between 00:00 and 24:00 on day of assessment.,Record the lowest PaO2 (in mmHg) that was measured between 00:00 and 24:00 hours on day of assessment.,SNOMED,SNOMED,"C1318112, Partial pressure of oxygen in blood",,,1,1
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00  to 24:00 on day of assessment.,treat_highfio,,FiO2 at time of PaO2 (select units),,,,,,[treat_pao2yn] = '1' or [treat_pao2yn] = '2' or [treat_pao2yn] = '3',,,,SNOMED,SNOMED,"C428648, Inspired oxygen concentration",,,1,1
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00  to 24:00 on day of assessment.,treat_highfio_02110,number,"FiO2 at time of PaO2 (Fraction, 0.21-1.0)",,number,0.21,1,,[treat_pao2yn] = '1' or [treat_pao2yn] = '2' or [treat_pao2yn] = '3',,"This refers to the measured fraction of inspired oxygen (FiO2), expressed as a fraction. delivered at the time of the lowest PaO2 (partial pressure of oxygen in blood) recorded above.",Write the FiO2 at time of the lowest PaO2 (recorded above) that occurred any time between 00:00 and 24:00 on day of assessment.,SNOMED,SNOMED,"C428648, Inspired oxygen concentration",,,1,1
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00  to 24:00 on day of assessment.,treat_highfio_pcnt,number,"FiO2 at time of PaO2 (%, 21-100)",,number,21,100,,[treat_pao2yn] = '1' or [treat_pao2yn] = '2' or [treat_pao2yn] = '3',,"This refers to the measured fraction of inspired oxygen (FiO2), expressed as a percentage, delivered at the time of the lowest PaO2 (partial pressure of oxygen in blood) recorded above.",Write the FiO2 at time of the lowest PaO2 (recorded above) that occurred any time between 00:00 and 24:00 on day of assessment.,SNOMED,SNOMED,"C428648, Inspired oxygen concentration",,,1,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00  to 24:00 on day of assessment.,labs_dailydata,radio,Enter Laboratory Results data for this date?,"1, Yes | 0, No",,,,,,,"This section refers only to those laboratory tests that were performed at the time that the patient stayed in the clinical facility (hospital) and collected on the date of assessment. In general, results that were rejected by the clinical team (e.g. haemolysed blood samples, contaminated microbiology results) should not be reported.","Indicate 'Yes', if laboratory samples were taken on the date of assessment. If no laboratory samples were taken on the date of assessment indicate 'No' and skip to the next section. In general, do not report results that have been rejected by the clinical team (e.g. haemolysed sample). Unless otherwise specified, if there are multiple measurements, please report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",,,,,,1,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00  to 24:00 on day of assessment.,labs_fbc,descriptive,Full blood count,,,,,,[labs_dailydata]='1',,This refers to results from full blood count ,Indicate 'Yes' to enter full blood count results,,,,,,1,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00  to 24:00 on day of assessment.,labs_haemo,,Haemoglobin (select units),,,,,,[labs_dailydata]='1',Full Blood Count,,,,,,,clinical_features,1,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00  to 24:00 on day of assessment.,labs_haemo_gdl,number,Haemoglobin (g/dL),,number,0,200,,[labs_dailydata]='1',Full Blood Count,Haemoglobin (Hb or Hgb) refers to haemoglobin concentration measurement in blood.,"Write haemoglobin (g/dL) level. If there are multiple, report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",SNOMED,SNOMED,,,clinical_features,1,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00  to 24:00 on day of assessment.,labs_haemo_gl,number,Haemoglobin (g/L),,number,0,2000,,[labs_dailydata]='1',Full Blood Count,This refers to the haemoglobin concentration measurement in blood.,"Write haemoglobin (g/L) level. If there are multiple, report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",SNOMED,SNOMED,,,clinical_features,1,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00  to 24:00 on day of assessment.,labs_wbccount,number,White blood cell / WBC count (10^9/L),,number,0,,,[labs_dailydata]='1',Full Blood Count,This refers to the total white blood cell (WBC) count in blood.,"Write the WBC count (10^9/L). If there are multiple, report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",SNOMED,SNOMED,,,clinical_features,1,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00  to 24:00 on day of assessment.,labs_neutrophil,,Neutrophils (select units),,,,,,[labs_dailydata]='1',Full Blood Count,,,,,,,clinical_features,1,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00  to 24:00 on day of assessment.,labs_neutrophil_109l,number,Neutrophils (10^9/L),,number,0,100,,[labs_dailydata]='1',Full Blood Count,This refers to the neutrophil count in blood in 10^9 cells/L.,"Write the Neutrophil count (10^9/L). If there are multiple, report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",SNOMED,SNOMED,,,clinical_features,1,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00  to 24:00 on day of assessment.,labs_neutrophil_pcnt,number,Neutrophils (%),,number,0,100,,[labs_dailydata]='1',Full Blood Count,This refers to the neutrophil count in blood in %.,"Write the Neutrophil count (%). If there are multiple, report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",SNOMED,SNOMED,,,clinical_features,1,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00  to 24:00 on day of assessment.,labs_lymphocyte,,Lymphocytes (select units),,,,,,[labs_dailydata]='1',Full Blood Count,,,SNOMED,SNOMED,,,clinical_features,1,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00  to 24:00 on day of assessment.,labs_lymphocyte_109l,number,Lymphocytes (10^9/L),,number,0,100,,[labs_dailydata]='1',Full Blood Count,This refers to the lymphocyte count in blood in 10^9 cells/L.,"Write the Lymphocyte count (10^9/L). If there are multiple, report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",SNOMED,SNOMED,,,clinical_features,1,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00  to 24:00 on day of assessment.,labs_lymphocyte_pcnt,number,Lymphocytes (%),,number,0,100,,[labs_dailydata]='1',Full Blood Count,This refers to the lymphocyte count in blood in %.,"Write the Lymphocyte count (%). If there are multiple, report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",SNOMED,SNOMED,,,clinical_features,1,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00  to 24:00 on day of assessment.,labs_eosinophil,,Eosinophils (select units),,,,,,[labs_dailydata]='1',Full Blood Count,,,,,,,clinical_features,1,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00  to 24:00 on day of assessment.,labs_eosinophil_109l,number,Eosinophils (10^9/L),,number,0,100,,[labs_dailydata]='1',Full Blood Count,This refers to the eosinophil count in blood. ,"Write the Eosinophil count (10^9/L). If there are multiple, report the measure furthest from the normal physiological or laboratory range between 00:00 and 24:00 hours on day of assessment.",SNOMED ,SNOMED ,,,clinical_features,1,1
daily,LABORATORY RESULTS: Record the value furthest from normal range between 00:00  to 24:00 on day of assessment.,labs_eosinophil_pcnt,number,Eosinophils (%),,number,0,100,,[labs_dailydata]='1',Full Blood Count,Eosinophil differential count.,Write the Eosinophil differential count (%),SNOMED ,SNOMED ,"C2638, Eosinophil count (procedure)",,clinical_features,1,1
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_medtype,user_list,Select agents administered while hospitalised or at discharge (one form per medication),,,,,drugs_Type,,,"This refers to all medications administered any time during the patient's admission in the clinical facility (hospital), including in the emergency department, and prescribed on discharge. ","Indicate the type of agent, for all medications administered any time during the patient's admission in the clinical facility (hospital), including in the emergency department, and prescribed on discharge. ",,,,,,1,1
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_treat,radio,Is this medication treating the disease?,"1, Yes | 0, No",,,,,,,This refers to whether the medication is being used to treat the disease caused by the pathogen of interest.,Indicate 'Yes' if this medication is being used to treat the disease caused by the pathogen of interest.,,,,,,1,1
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_antiviralagent,user_list,Antiviral,,,,,drugs_Antiviral,[medi_medtype] = '8',,"Refers to any agent(s) prescribed specifically to treat a suspected or confirmed viral infection. Examples of neuraminidase inhibitors include oseltamivir, ribavirin, acyclovir and lopinavir/ritonavir. Topical preparations are not included.","Select the antiviral agent(s) administered any time during the patient's admission in the clinical facility (hospital), including in the emergency department, and prescribed on discharge.",,,,,"clinical_features, treatment",1,1
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_antibioagent,user_list,Antibiotic,,,,,drugs_Antibiotics,[medi_medtype]='2',,Antibiotics refers to any agent(s) that selectively target bacteria.,"Select the antibiotic agent(s) administered any time during the patient's admission in the clinical facility (hospital), including in the emergency department, and prescribed on discharge.",SNOMED,346325008 |Medicinal product acting as antibacterial agent (product)|,"C279516, Antibacterial",,"clinical_features, treatment",1,1
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_medstartdate,date_dmy,Date agent started / first dose,,date_dmy,,today,,[medi_treat]='1',,This refers to the date the medication was started / first dose was administered. ,Enter the date in DD/MM/YYYY format.,,,"C5236155, Date of First Dose",,treatment,1,1
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_medongoing,radio,Therapy ongoing?,"1, Yes | 2, No | 99, Unknown",,,,,[medi_treat]='1',,This refers to ongoing therapy with medication being used to treat the disease caused by the pathogen of interest.,Indicate if there is ongoing therapy with medication being used to treat the disease caused by the pathogen of interest.,,,,,,,
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_medenddate,date_dmy,Date agent ended / last dose,,date_dmy,,today,,[medi_treat]='1',,This refers to the date the medication was stopped / last dose was administered. ,Enter the date in DD/MM/YYYY format.,,,"C1762893, Date last dose",,treatment,1,1
medication,MEDICATION: Record medications administered or prescribed from day of presentation to day of discharge / outcome (one form per medication).,medi_numdays,number,Total number of days treatment given,,number,0,,,[medi_treat]='1',,This refers to the total number of days for which a dose was received or instructed to take on discharge prescription.,Enter the total number of days for which a dose was received or instructed to take on discharge prescription.,,,"C5786895, Treatment Duration in Days",,treatment,1,1
pathogen_testing,PATHOGEN TESTING: Results of all types of sample and pathogen testing,test_yn,radio,Were clinical pathogen samples taken on this day?,"1, Yes | 0, No",,,,,,,This refers to collection of a clinical specimen for pathogen testing.,"Indicate 'Yes', if a clinical sample was collected for pathogen testing. Indicate 'No', if no clinical samples were collected for pathogen testing.",,,,,,1,1
pathogen_testing,PATHOGEN TESTING: Results of all types of sample and pathogen testing,test_reasno,text,If no: Specify reason(s),,,,,,[test_yn]='0',,This refers to collection of a clinical specimen for pathogen testing.,"If 'No', specify the reason for which clinical samples were not collected for pathogen testing on this day. ",,,,,,,1
pathogen_testing,PATHOGEN TESTING: Results of all types of sample and pathogen testing,test_collectiondate,date_dmy,Collection date,,date_dmy,,today,,[test_yn]='1',,This refers to the date of collection of a clinical specimen for pathogen testing.,Write the date in which samples were collected. This may be different to the day in which the results are reported. Use DD/MM/YYYY format.,,,,,,1,1
pathogen_testing,PATHOGEN TESTING: Results of all types of sample and pathogen testing,test_biospecimentype,user_list,Biospecimen type,,,,,pathogens_SampleType,[test_yn]='1',,This refers to the type of a clinical specimen collected for pathogen testing. Nasal / Nasopharyngeal (NP) swab refers to collection biological material from within the nasal passages/nasopharynx. Throat swab refers to collection biological material from within the throat/oropharynx. Combined nasal/NP + throat swab refers to collection using both nasal / nasopharyngeal (NP) swab and throat swab. Sputum refers to material coughed up from the lungs and expectorated via the mouth. Bronchoalveolar Lavage (BAL) refers to washing out of the lungs with saline or mucolytic agents for diagnostic or therapeutic purposes. Endotracheal aspirate (ETA) refers to collection of specimen from endotracheal tube. Eye swab refers to collection of biological sample from the surface of the eye. Lesion swab refers to collection of biological sample from a lesion on the skin or mucous membrane. Semen refers to the secretion of male reproductive organs discharged upon ejaculation. Faeces / rectal swab refers to biological sample collected from faecal matter or from the rectum by swabbing. ,Select the single most appropriate option that represents the type of clinical specimen collected for pathogen testing.,,,,,,1,1
pathogen_testing,PATHOGEN TESTING: Results of all types of sample and pathogen testing,test_labtestmethod,radio,Lab test method,"1, PCR | 2, IgG | 3, Culture | 4, IgM | 6, RDT | 5, Antigen detection | 99, Unknown",,,,,[test_yn]='1',,This refers to the laboratory method used to test for the pathogen. ,Select the single most appropriate option that represents the laboratory method used to test for the pathogen.,,,,,,1,1
pathogen_testing,PATHOGEN TESTING: Results of all types of sample and pathogen testing,test_pathtested,user_list,Pathogen tested / detected,,,,,pathogens_All,[test_yn]='1',,This refers to the pathogen(s) tested for using the biological sample. ,Indicate the pathogen(s) which were tested for using the biological sample. ,,,,,,1,1
pathogen_testing,PATHOGEN TESTING: Results of all types of sample and pathogen testing,test_result,radio,Pathogen test result,"1, Detected | 0, Not detected | 2, Equivocal | 99, Unknown",,,,,[test_yn]='1',,This refers to the results of the pathogen(s) tested for using the biological sample. ,Select the single most appropriate option that represents results of the pathogen(s) tested for using the biological sample.,,,,,,1,1
pathogen_testing,PATHOGEN TESTING: Results of all types of sample and pathogen testing,test_ctvalue,text,Cycle threshold (CT)  value,,number,10,50,,[test_result]='1' and [test_labtestmethod]='1',,This refers to the cycle threshold (CT) for nucleic acid detection in specimen using real-time polymerase chain reaction.,Indicate the CT value. ,,,,,,1,1
pathogen_testing,PATHOGEN TESTING: Results of all types of sample and pathogen testing,test_genrep,radio,Sequence available in genomic data repository,"1, Yes | 0, No",,,,,[test_yn]='1',,This refers to availability of the pathogen genomic sequence in a data repository.,Indicate 'Yes' if the sequence is available in a genomic data repository.,,,,,,1,
pathogen_testing,PATHOGEN TESTING: Results of all types of sample and pathogen testing,test_genrep_db,user_list,Genomic repository,,,,,pathogens_GenomicRepository,[test_genrep]='1',,Refers to the genomic repository which contains the pathogen sequence data.,Select the genomic repository which contains the pathogen sequence data.,,,,,,1,
pathogen_testing,PATHOGEN TESTING: Results of all types of sample and pathogen testing,test_genrep_ref,text,Repository sequence identifier,,,,,pathogens_GenomicRepository,[test_genrep]='1',,Refers to the identifier of the sequence in the repository.,Write the identiifer of the sequence in the genomic repository.,,,,,,1,
photographs,PHOTOGRAPHS,photo_date,text,Date of Image,,date_dmy,,today,,,,Refers to date when the image was captured. ,Enter the date in DD/MM/YYYY format.,,,,,,,1
photographs,PHOTOGRAPHS,photo_type,radio,What is being photographed?,"1, Skin lesion | 2, Mucosal lesion | 99, Unknown | 88, Other",,,,,,,Refers to type of pathology being captured in the photograph. ,Select the single most appropriate option that represents the type of pathology being captured in the photograph.,,,,,,,1
photographs,PHOTOGRAPHS,photo_upload,file,Upload image here,,,,,,,,Refers to the image / photograph capturing the pathology.,Upload the photograph of the pathology here.,,,,,,,1
photographs,PHOTOGRAPHS,photo_site,radio,What part of the body is photographed?,"1, Head, neck or face | 2, Inside of mouth | 3, Front torso | 4, Back torso | 5, Right arm or hand | 6, Left arm or hand | 7, Peri-anal | 8, Pubic region | 9, Right leg or foot | 10, Left leg or foot | 99, Unknown | 88, Other",,,,,,,Refers to the part of the body being captured in the photograph.,Select the single most appropriate option that represents the part of the body being captured in the photograph.,,,,,,,1
photographs,PHOTOGRAPHS,photo_site_oth,text,Specify other location,,,,,,[photo_site]='88',,"Refers to the part of the body being captured in the photograph, not specified above.","If 'Other', specify the part of the body being captured in the photograph, not specified above.",,,,,,,1
photographs,PHOTOGRAPHS,photo_sampleyn,radio,Was a sample of the photographed area taken?,"1, Yes | 2, No | 99, Unknown",,,,,,,Refers to a biological sample of the photographed part of the body. ,Indicate 'Yes' if a biological sample of the photographed part of the body was taken. ,,,,,,,1
photographs,PHOTOGRAPHS,photo_sampleid,text,Please enter the sample ID,,,,,,[photo_sampleyn] = '1',,Refers to identification number (ID) of the sample. ,Write the sample ID.,,,,,,,1
photographs,PHOTOGRAPHS,photo_desc,notes,Please provide any other relevant additional description of the photo or it's location.,,,,,,,,"Refers to any other relevant additional description of the photo or it's location, not specified above.","Indicate any other relevant additional description of the photo or it's location, not specified above.",,,,,,,1
outcome,DIAGNOSIS,diagn_primary,user_list,Primary diagnosis,,,,,outcome_Diseases,,,Refers to the primary (main) diagnosis for which the patient sought care or was admitted to the facility.,Select the most appropriate option which indicates the diagnosis.,,,,,,1,1
outcome,DIAGNOSIS,diagn_primary_type,radio,Type of diagnosis," 1, Clinical diagnosis | 2, Lab-confirmed | 3, Radiologically confirmed (e.g., chest X-ray, CT) | 99, Unknown |88, Other",,,,,,,Refers to the method used to diagnose the condition. Clinical diagnosis refers to relying on clinical signs and symptoms. Lab confirmed refers to using laboratory investigations. Radiologically confirmed refers to relying on imaging modalities.,Select the most appropriate option which indicates the type of diagnosis.,,,,,,1,1
outcome,DIAGNOSIS,diagn_secondary,user_list,Secondary diagnosis,,,,,outcome_Diseases,,,Refers to the secondary diagnosis which were present at the time the patient sought care or develoeped during the admission.,Select the most appropriate option which indicates the diagnosis.,,,,,,1,1
