Form,Section,Variable,Type,Question,Answer Options,Validation,Minimum,Maximum,List,Skip Logic,Body System,Definition,Completion Guideline,Standardized Term Codelist,Standardized Term Code,Metathesaurus,Identifier,Research Category,preset_ARChetype Disease CRF_Covid,preset_ARChetype Disease CRF_Dengue,preset_ARChetype Disease CRF_Mpox,preset_ARChetype Disease CRF_Mpox-Pregnancy&Paediatrics,preset_ARChetype Disease CRF_H5Nx,preset_ARChetype Syndromic CRF_ARI,preset_UserGenerated_Oropouche,preset_Score_CharlsonCI
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_anorec,radio,Ano-rectitis,"1, Yes | 0, No | 99, Unknown",,,,,[lesion_rectum]='1',Gastrointestinal,Defined as inflammation of the mucosal membranes of the anus and/or rectum which can be accompanied by pain or bleeding.,"Indicate 'Yes', if the patient experienced this at any time during the date of assessment.",,SNOMED,"C0033246, Proctitis",,clinical_features,,,1,1,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_penis,radio,Are there any lesions on the penis?,"1, Yes | 0, No | 99, Unknown",,,,,[lesion_mucos]='1',,This refers to presence of mucosal lesions on the penis.,"Indicate 'Yes', if there are active lesions involving this area between 00:00 to 24:00 on day of assessment.",,,,,,,,1,1,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_penis_stat,checkbox,Penile lesion status,"1, Causing pain | 2, Bleeding or Discharge | 3, Ulceration",,,,,[lesion_penis]='1',,"This refers to the status of mucosal lesions on the penis. A lesion causing pain is associated with an unpleasant, uncomfortable or painful sensation at the site of the lesion. A lesion which is bleeding or discharging is associated with bleeding from blood vessels or serous / purulent fluid discharge at the site of the lesion. An ulcerated lesion is associated with erosion of the mucous membrane of the mouth, showing local excavation of the surface at the site of the lesion.","Select the single most appropriate option that represents the type of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,1,1,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_othsite,radio,Other site(s),"1, Yes | 0, No | 99, Unknown",,,,,[lesion_mucos]='1',,This refers to presence of mucosal lesions involving other site(s).,"Indicate 'Yes', if there are active lesions involving other site(s) between 00:00 to 24:00 on day of assessment, not specified above.",,,,,,,,1,1,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_othsite_spec,text,Specify other site(s),,,,,,[lesion_othsite]='1',,This refers to presence of mucosal lesions involving other site(s).,"If 'Yes', write the location of mucosal lesions involving other site(s).",,,,,,,,1,1,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_othstat,checkbox,Other site(s) lesion status,"1, Causing pain | 2, Bleeding or Discharge | 3, Ulceration",,,,,[lesion_othsite]='1',,"This refers to the status of mucosal lesions involving other site(s). A lesion causing pain is associated with an unpleasant, uncomfortable or painful sensation at the site of the lesion. A lesion which is bleeding or discharging is associated with bleeding from blood vessels or serous / purulent fluid discharge at the site of the lesion. An ulcerated lesion is associated with erosion of the mucous membrane of the mouth, showing local excavation of the surface at the site of the lesion.","Select the single most appropriate option that represents the type of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,1,1,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_24hr,radio,Have new skin or mucosal lesions appeared in the previous 24 hours? (may be best assessed by patients),"1, Yes | 0, No | 99, Unknown",,,,,[lesion_dailydata]='1',,This refers to appearance of a new skin or mucosal lesion(s) in the previous 24-hours.,"Indicate 'Yes', if new lesions have appeared in the previous 24-hours.",,,,,,,,1,1,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_sl,radio,Estimated total number of skin lesions on the body,"0, None | 1, 1 | 2, 2-5 | 3, 6-9 | 4, 10-24 | 5, 25-49 | 6, 50-99 | 7, 100-250 | 8, 251-1000 | 9, >1000 ",,,,,[lesion_dailydata]='1',,"Document only skin lesions related to infection by pathogen of interest. Healed lesions (scab absent, fresh skin present) should not be included. Rash from erythema multiform or any other cause should not be included.",Select the single most appropriate option that best represents the number of skin lesions between 00:00 to 24:00 on day of assessment.,,,,,,,,1,1,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_ml,radio,Estimated total number of mucosal lesions on the body,"0, None | 1, 1 | 2, 2-5 | 3, 6-9 | 4, 10-24 | 5, 25-49 | 6, 50-99 | 7, 100-250 | 8, 251-1000 | 9, >1000 ",,,,,[lesion_dailydata]='1',,"Document only  mucosal lesions related to infection by pathogen of interest. Healed lesions (scab absent, fresh skin present) should not be included. Rash from erythema multiform or any other cause should not be included.",Select the single most appropriate option that best represents the number of mucosal lesions between 00:00 to 24:00 on day of assessment.,,,,,,,,1,1,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_slpain,radio,Pain at any skin lesion site(s),"1, Yes | 0, No | 99, Unknown",,,,,[lesion_dailydata]='1',,"This refers to an unpleasant, uncomfortable or painful sensation at the site(s) of the skin lesion.","Indicate 'Yes', if the patient experienced this between 00:00 to 24:00 on day of assessment.",,,,,,,,1,1,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_slpain_score,text,"Maximal pain score, where 0 means ""no pain"", and 10 means ""the worst possible pain.""",,number,0,10,,[lesion_slpain]='1',,"This refers to the patient's objective rating of the severity of pain at the site(s) of the lesion, on a scale of 0 to 10. Where 0 represents ""no pain"" and 10 represents the ""worst imaginable pain"".",Indicate the patient's rating of the severity of the pain at the site(s) of lesion.,,,,,,,,1,1,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_mlpain,radio,Pain at any mucosal lesion site(s),"1, Yes | 0, No | 99, Unknown",,,,,[lesion_dailydata]='1',,"This refers to an unpleasant, uncomfortable or painful sensation at the site(s) of the mucosal lesion.","Indicate 'Yes', if the patient experienced this between 00:00 to 24:00 on day of assessment.",,,,,,,,1,1,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_mlpain_score,text,"Maximal pain score, where 0 means ""no pain"", and 10 means ""the worst possible pain.""",,number,0,10,,[lesion_mlpain]='1',,"This refers to the patient's objective rating of the severity of pain at the site(s) of the lesion, on a scale of 0 to 10. Where 0 represents ""no pain"" and 10 represents the ""worst imaginable pain"".",Indicate the patient's rating of the severity of the pain at the site(s) of lesion.,,,,,,,,1,1,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_desc,text,Describe any other lesion complication(s),,,,,,[lesion_dailydata]='1',,This refers to other lesion complication(s) which have not been specified above. ,"Describe other lesion complication(s) that occurred or were first identified between 00:00 to 24:00 on day of assessment, that have not been specified above.",,,,,,,,1,1,,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_dailydata,radio,Enter Treatments & Interventions data for this date?,"1, Yes | 0, No",,,,,,,This section refers to treatments or interventions that are typically conducted and recorded in the emergency room and/or the ward or acute medical unit to which the patient was admitted between 00:00 and 24:00 hours on day of assessment.,"Indicate 'Yes', if treatments or interventions were conducted and recorded between 00:00 and 24:00 hours on day of assessment.",,,,,,,1,,,,1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_fluid,radio,Any fluids prescribed,"1, Yes | 0, No | 99, Unknown",,,,,[treat_dailydata]='1',,"This refers to any prescribed fluids (oral, or parenteral/intravenous), excluding those the patient consumes in a non-prescribed dietary manner.","Indicate 'Yes', if the patient was prescribed and received fluids between 00:00 and 24:00 hours on day of assessment.",,,"C4040192, Administration of fluid therapy",,,,1,,,,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_fluid_oral,radio,Oral rehydration,"1, Yes | 0, No | 99, Unknown",,,,,[treat_dailydata]='1',,This refers to enteral/oral fluids for the purposes of rehydration.,"Indicate 'Yes', if the patient received oral rehydration between 00:00 and 24:00 hours on day of assessment.",,SNOMED,,,,,1,,,,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_fluid_oralvol,text,Oral rehydration volume (mL/24 hours),,,,,,[treat_fluid_oral] = '1',,This refers to enteral/oral fluids for the purposes of rehydration.,"If 'Yes', record the amount of eneteral/oral fluids for the purposes of rehydration given between 00:00 and 24:00 on day of assessment in millilitres (mL).",,SNOMED,,,,,1,,,,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_fluid_parent,radio,Intravenous (parenteral) fluids,"1, Yes | 0, No | 99, Unknown",,,,,[treat_dailydata]='1',,"This refers to intravenous fluid which includes crystalloid, albumin, gelatin, starches or other solutions.","Indicate 'Yes', if the patient received intravenous fluids between 00:00 and 24:00 hours on the day of assessment.",,SNOMED,,,,,1,,,,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_fluid_parent_type,multi_list,Intravenous fluid type,,,,,drugs_IVfluids,[treat_fluid_parent] = '1',,"This refers to the type of parenteral or intravenous (IV) fluid is prescribed as a replacement of fluid, electrolytes, calories, vitamins, and other nutritional substances. Intravenous fluids may be crystalloids (commonly including 0.9% Sodium Chloride (Normal Saline), Lactated Ringer(USP), 0.45% Sodium Chloride (Half-normal saline), 0.45% normal saline + 4% Glucose (Half-normal saline with dextrose), 0.18%-0.3% Sodium Chloride + 4% Glucose (Hypotonic saline with dextrose), 5% Glucose (Dextrose 5% in Water), Ringeracetate or Plasmalyte) or colloids (commonly including gelatins, starches or albumin). ",Select the most appropriate option corresponding to the type of intravenous or parenteral fluid(s) administered.,,SNOMED,,,,,1,,,,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_fluid_cryst,number,Crystalloid volume (mL/24 hours),,number,0,,,[treat_fluid_parent] = '1',,"Crystalloid fluids refer to aqueous solutions of mineral salts and other small, water-soluble molecules. They are commonly used for fluid resuscitation in the presence of hypovolemia, hemorrhage, sepsis, and dehydration Common crystalloids include 0.9% Sodium Chloride (Normal Saline), Lactated Ringer(USP), 0.45% Sodium Chloride (Half-normal saline), 0.45% normal saline + 4% Glucose (Half-normal saline with dextrose), 0.18%-0.3% Sodium Chloride + 4% Glucose (Hypotonic saline with dextrose), 5% Glucose (Dextrose 5% in Water), Ringeracetate or Plasmalyte.",Record the volume of crystalloid fluids the patient received between 00:00 and 24:00 on day of assessment in millilitres (mL).,,,,,,,1,,,,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_fluid_colloid,number,Colloid volume (mL/24 hours),,number,0,,,[treat_fluid_parent] = '1',,"Colloid fluids are solutions that contain large molecules, such as proteins or polysaccharides, which remain in the bloodstream for a longer duration compared to crystalloids. These fluids help maintain or expand intravascular volume by drawing water into the blood vessels via oncotic pressure. Common colloids include gelatins, starches or albumin. ",Record the volume of colloid fluids the patient received between 00:00 and 24:00 on day of assessment in millilitres (mL).,,,,,,,1,,,,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_blood,radio,Blood / blood products transfusion,"1, Yes | 0, No | 99, Unknown",,,,,[treat_dailydata]='1',,"This refers to a transfusion of blood (whole blood or packed red blood cells) or other blood products excluding human normal immunoglobulin (e.g. albumin, granulocytes, platelets, fresh-frozen plasma (FFP), FP24, PF-24, cryoprecipitate, protein C concentrate, cryosupernatant, or a specific non-recombinant clotting factor) at any time on the date of assessment. ","Indicate 'Yes', if the patient received blood products or blood product transfusion any time between 00:00 and 24:00 hours on day of assessment. If 'Yes' Select the product(s) below.",,SNOMED,,,,,1,,,,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_blood_type,checkbox,Select all blood products that were administered.,"1, Platelets | 2, Cryoprecipitate | 3, Whole blood | 4, Frozen fresh plasma | 5, Fibrinogen concentrate | 6, Packed RBC (red cell concentrate)",,,,,[treat_blood] = '1',,"This refers to a transfusion of blood (whole blood or packed red blood cells) or other blood products excluding human normal immunoglobulin (e.g. albumin, granulocytes, platelets, fresh-frozen plasma (FFP), FP24, PF-24, cryoprecipitate, protein C concentrate, cryosupernatant, or a specific non-recombinant clotting factor) at any time on the date of assessment. Platelets refers to the transfer of blood platelets from a donor to a recipient or reinfusion to the donor. Cryoprecipitate refers to a frozen blood product prepared from frozen plasma that contains fibrinogen (factor I), antihemophilic factor (factor VIII), factor XIII, von Willebrand factor (vWF) and fibronectin. Whole blood refers to intravenous administration of whole blood (blood that contains plasma and red blood cells) into an individual. Packed RBC refers to red blood cells from a unit of whole blood following removal of most of the plasma, leaving a unit with a haematocrit of about 60%. Fresh frozen plasma refers to the plasma that is separated from the whole blood and frozen quickly after a blood donation in order to be used for blood transfusions. Fibrinogen concentrate is a haemostatic agent used for the treatment of acute bleeding episodes in patients with congenital fibrinogen deficiency, including afibrinogenemia and hypofibrinogenemia.",Select the most appropriate option(s) corresponding to the blood product(s) that were administered.,,SNOMED,,,,,1,,,,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_blood_plate,text,Platelets (units/24 hours),,,,,,[treat_blood_type(1)] = '1',,Platelets refers to the transfer of blood platelets from a donor to a recipient or reinfusion to the donor.,Record the number of units the patient received between 00:00 and 24:00 on day of assessment in millilitres (mL).,,SNOMED,,,,,1,,,,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_blood_cryo,text,Cryoprecipitate (units/24 hours),,,,,,[treat_blood_type(2)]='1',,"Cryoprecipitate refers to a frozen blood product prepared from frozen plasma that contains fibrinogen (factor I), antihemophilic factor (factor VIII), factor XIII, von Willebrand factor (vWF) and fibronectin.Cryoprecipitate refers to a frozen blood product prepared from frozen plasma that contains fibrinogen (factor I), antihemophilic factor (factor VIII), factor XIII, von Willebrand factor (vWF) and fibronectin.",Record the number of units the patient received between 00:00 and 24:00 on day of assessment in millilitres (mL).,,SNOMED,,,,,1,,,,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_blood_whole,text,Whole blood volume (units/24 hours),,,,,,[treat_blood_type(3)]='1',,Whole blood refers to intravenous administration of whole blood (blood that contains plasma and red blood cells) into an individual. ,Record the number of units the patient received between 00:00 and 24:00 on day of assessment in millilitres (mL).,,SNOMED,,,,,1,,,,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_blood_plasma,text,Frozen fresh plasma (units/24 hours),,,,,,[treat_blood_type(4)]='1',,Fresh frozen plasma refers to the plasma that is separated from the whole blood and frozen quickly after a blood donation in order to be used for blood transfusions.,Record the number of units the patient received between 00:00 and 24:00 on day of assessment in millilitres (mL).,,SNOMED,,,,,1,,,,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_blood_fibrin,text,Fibrinogen concentrate (units/24 hours),,,,,,[treat_blood_type(5)]='1',,"Fibrinogen concentrate is a haemostatic agent used for the treatment of acute bleeding episodes in patients with congenital fibrinogen deficiency, including afibrinogenemia and hypofibrinogenemia.",Record the number of units the patient received between 00:00 and 24:00 on day of assessment in millilitres (mL).,,SNOMED,,,,,1,,,,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_blood_rcc,text,Packed RBC (red cell concentrate) (units/24 hours),,,,,,[treat_blood_type(6)]='1',,"Packed RBC refers to red blood cells from a unit of whole blood following removal of most of the plasma, leaving a unit with a haematocrit of about 60%.",Record the number of units the patient received between 00:00 and 24:00 on day of assessment in millilitres (mL).,,SNOMED,,,,,1,,,,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_intravenim,radio,Intravenous immunoglobulin,"1, Yes | 0, No | 99, Unknown",,,,,[treat_dailydata]='1',,"This refers to immunoglobulin preparations, containing primarily Immunoglobulin G (IgG), that are used as intravenous infusions. Examples include Octagam®, Intragam P®, KIOVIG®, Flebogamma 5% DIF®, Carimune NF®, Gamunex®, Gammagard S/D®, Gammagard Liquid®, Gammaked® and Privigen®.","Indicate 'Yes', if the patient received intravenous immunoglobulin between 00:00 and 24:00 hours on the day of assessment.",,SNOMED,,,,,1,,,,1,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_plasmapher,radio,Plasmapheresis / plasma exchange,"1, Yes | 0, No | 99, Unknown",,,,,[treat_dailydata]='1',,"Plasmapheresis (plasma exchange) refers to the extracorporeal separation of blood components, resulting in a filtered product. Methods include discontinuous flow centrifugation, continuous flow centrifugation and plasma filtration.","Indicate 'Yes', if the patient received plasmapheresis between 00:00 and 24:00 hours on the day of assessment.",,SNOMED,"C0032134, Plasmapheresis",,,,1,,,,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_antibiotic,radio,Antibiotics,"1, Yes | 0, No | 99, Unknown",,,,,[treat_dailydata]='1',,Antibiotic refers to any agent(s) that selectively target bacteria. Topical preparations should not be recorded.,"Indicate 'Yes', if the patient received antibiotics between 00:00 and 24:00 hours on day of assessment",,SNOMED,"C0279516, Antibacterial",,,,1,,,,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_steroids,radio,Corticosteroids,"1, Yes | 0, No | 99, Unknown",,,,,[treat_dailydata]='1',,"Corticosteroids (commonly referred to as 'steroids') refers to all types of therapeutic corticosteroid, made in the adrenal cortex (the outer part of the adrenal gland). They are also made in the laboratory. Examples include: prednisolone, prednisone, methyl-prednisolone, dexamethasone, hydrocortisone, fluticasone, betametasone. Topical preparations are not included, but inhaled preparations are included.","Indicate 'Yes', if the patient received 'steroids' between 00:00 and 24:00 hours on day of assessment.",,SNOMED,"CL554601, Therapeutic corticosteroid",,,,1,,,,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_other,radio,Other intervention(s) or procedure(s),"1, Yes | 0, No | 99, Unknown",,,,,[treat_dailydata]='1',,This refers to any other specific therapeutic intervention(s) or procedure(s) not otherwise characterised that you believe may be relevant.,Indicate 'Yes' if other intervention(s) or procedure(s) were used between 00:00 and 24:00 hours on day of assessment. ,,SNOMED,"C0184661, Interventional procedure",,,,1,,,,,,
daily,TREATMENTS & INTERVENTIONS: Record all interventions given between 00:00 to 24:00 on day of assessment.,treat_other_spec,text,Please specify other intervention(s) or procedure(s),,,,,,[treat_other] = '1',,This refers to any other specific therapeutic intervention(s) or procedure(s) not otherwise characterised that you believe may be relevant.,"If 'Yes', please specify the therapeutic intervention(s) or procedure(s)not otherwise characterised that you believe may be relevant.",,SNOMED,"C0184661, Interventional procedure",,,,1,,,,1,,
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_o2supp,radio,Supplemental oxygen,"1, Yes | 0, No | 99, Unknown",,,,,,,"This refers to any method of oxygen therapy that may be delivered via nose cannula, mask or non-invasive or invasive ventilation.","Indicate 'Yes', if the patient received supplemental oxygen between 00:00 and 24:00 hours on day of assessment.",,SNOMED,"C0428648, Inspired oxygen concentration",,,1,1,1,1,1,1,,
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_nasalprongs,radio,Nasal prongs,"1, Yes | 0, No | 99, Unknown",,,,,[treat_o2supp] = '1',,This refers to nasal prongs or nasal cannluae which deliver oxygen through two small prongs or cannulae insterted into the nostrils.,"Indicate 'Yes', if this mode of respiratory support was used to deliver supplemental oxygen to the patient between 00:00 and 24:00 hours on day of assessment.",,SNOMED,"C0445087, Nasal prongs",,,1,1,1,1,1,1,,
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_facemask,radio,Face mask,"1, Yes | 0, No | 99, Unknown",,,,,[treat_o2supp] = '1',,"This refers to a simple oxygen face mask which is a device placed over a patient's nose, mouth, or tracheostomy to administer oxygen to the airway.","Indicate 'Yes', if this mode of respiratory support was used to deliver supplemental oxygen to the patient between 00:00 and 24:00 hours on day of assessment.",,SNOMED,"C1299377, Oxygen administration by mask",,,1,1,1,1,1,1,,
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_hfno,radio,High flow nasal oxygen,"1, Yes | 0, No | 99, Unknown",,,,,[treat_o2supp] = '1',,"This refers to high -flow nasal oxygen therapy which is a non-invasive respiratory support that delivers warmed, humidified, oxygen-enriched air to patients at flow rates greater than those typically delivered by standard-flow oxygen devices.","Indicate 'Yes', if this mode of respiratory support was used to deliver supplemental oxygen to the patient between 00:00 and 24:00 hours on day of assessment.",,SNOMED,"C4761117, High-flow nasal cannula oxygen therapy",,,1,1,1,1,1,1,,
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_niv,radio,Non-invasive ventilation,"1, Yes | 0, No | 99, Unknown",,,,,[treat_o2supp] = '1',,"This refers to non-invasive ventilation which provides ventilatory support through the patient's upper airway using a mask or similar device, without the need for tracheal intubation. Examples include Continuous Positive Airway Pressure (CPAP) and Biphasic Continuous Positive Airway Pressure (BiPAP). ","Indicate 'Yes', if this mode of respiratory support was used to deliver supplemental oxygen to the patient between 00:00 and 24:00 hours on day of assessment.",,SNOMED,"C1997883, Noninvasive Ventilation",,,1,1,1,1,1,1,,
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_niv_type,radio,Type of non-invasive ventilation,"1, CPAP | 2, BIPAP | 99, Unknown | 88, Other",,,,,[treat_niv]='1',,This refers to the type of non-invasive respiratory support or ventilation (NIV) used. Continuous positive airway pressure (CPAP) is a technique which uses a continuously maintains airway pressure above atmospheric pressure throughout the respiratory cycle to support spontaneous breathing activity. Biphasic Continuous Positive Airway Pressure (BPAP) uses a time-cycled change of the applied positive airway pressure level to support spontaneous breathing activity.,Select the single most appropriate option corresponding to the type of NIV used between 00:00 and 24:00 hours on day of assessment.,,SNOMED,"C0199451, Continuous Positive Airway Pressure | C0419004, Dual pressure spontaneous ventilation support'",,,1,1,1,1,1,1,,
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_niv_type_oth,text,Specify other type of non-invasive ventilation,,,,,,[treat_niv_type]='88',,This refers to the type of non-invasive respiratory support or ventilation (NIV) used.,"If 'Other', specify other type of non-invasive ventilation.",,,,,,1,1,1,1,1,1,,
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_imv,radio,Invasive ventilation,"1, Yes | 0, No | 99, Unknown",,,,,[treat_o2supp] = '1',,"Thsi refers to invasive mechanical ventilation (IMV) which indicates that patient has undergone tracheal intubation, to mechanically assist or replace spontaneous breathing in patients by use of a powered device that forces oxygenated air into the lungs. The mode of intubation may be orotracheal, nasotracheal, or via a cricothyrotomy or tracheotomy.","Indicate 'Yes', if this mode of respiratory support was used to deliver supplemental oxygen to the patient between 00:00 and 24:00 hours on day of assessment.",,SNOMED,"C1868981, Invasive mechanical ventilation",,,1,1,1,1,1,1,,
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_ecmo,radio,ECLS / ECMO,"1, Yes | 0, No | 99, Unknown",,,,,[treat_o2supp] = '1',,"This refers to Extracorporeal Membrane Oxygenation (ECMO) also called to as Extracorporeal life support (ECLS) which is application of a life support system that circulates the blood through an oxygenating system, and may consist of a pump, a membrane oxygenator, and a heat exchanger.","Indicate 'Yes', if this mode of respiratory support was used to deliver supplemental oxygen to the patient between 00:00 and 24:00 hours on day of assessment.",,SNOMED,"C0015357, Extracorporeal Membrane Oxygenation",,,1,1,1,1,1,1,,
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_ecmo_type,radio,Type of ECLS / ECMO,"1, Veno-venous (VV) | 2, Veno-arterial (VA) | 99, Unknown",,,,,[treat_ecmo]='1',,"This refers to the type of Extracorporeal Membrane Oxygenation (ECMO), also called Extracorporeal life support (ECLS). Veno-venous (venous-venous) ECMO / ECLS is used to support the lungs and veno-arterial (venous-arterial) ECLS / ECMO is used to support the lungs and heart.",Select the single most appropriate option corresponding to the type of ECLS / ECMO used between 00:00 and 24:00 hours on day of assessment.,,SNOMED,"C5192099, Venovenous ECMO | C5192097, Venoarterial ECMO",,,1,1,1,1,1,1,,
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_o2supp_pao2,radio,PaO2 sample type,"1, Arterial | 2, Capillary | 3, Venous | 99, Unknown | 0, Not done",,,,,[treat_niv]='1' or [treat_imv]='1' or [treat_ecmo]='1' ,,This refers to the type of blood sample used to measure partial pressure of oxygen in blood (PaO2) using blood gas analysis.,Select the type of blood sample used to measure partial pressure of oxygen.,,SNOMED,"C0444253, Arterial blood specimen | C0444255, Venous blood specimen | C0444254, Capillary blood specimen (specimen)",,,1,1,1,1,1,1,,
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_pao2,,PaO2 (select units),,,,,,[treat_o2supp_pao2] = '1' or [treat_o2supp_pao2] = '2' or [treat_o2supp_pao2] = '3',,,,,,,,,1,,1,1,1,1,,
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_pao2_kpa,number,PaO2 (kPa),,number,0,,,[treat_o2supp_pao2] = '1' or [treat_o2supp_pao2] = '2' or [treat_o2supp_pao2] = '3',,This refers to the lowest PaO2 (in kPa) between 00:00 and 24:00 on day of assessment.,Record the lowest PaO2 (in kPa) that was measured between 00:00 and 24:00 hours on day of assessment.,,SNOMED,"C1318112, Partial pressure of oxygen in blood",,,1,1,1,1,1,1,,
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_pao2_mmhg,number,PaO2 (mmHg),,number,0,,,[treat_o2supp_pao2] = '1' or [treat_o2supp_pao2] = '2' or [treat_o2supp_pao2] = '3',,This refers to the lowest PaO2 (in mmHg) between 00:00 and 24:00 on day of assessment.,Record the lowest PaO2 (in mmHg) that was measured between 00:00 and 24:00 hours on day of assessment.,,SNOMED,"C1318112, Partial pressure of oxygen in blood",,,1,1,1,1,1,1,,
daily,RESPIRATORY SUPPORT: Record all respiratory interventions given between 00:00 to 24:00 on day of assessment.,treat_highfio,,FiO2 at time of PaO2 (select units),,,,,,[treat_o2supp_pao2] = '1' or [treat_o2supp_pao2] = '2' or [treat_o2supp_pao2] = '3',,,,,SNOMED,"C0428648, Inspired oxygen concentration",,,1,1,1,1,1,1,,
