Variable,Question,Answer Options,Definition,Completion Guideline,Language Speaker Reviewed,Clinical Language Speaker Reviewed
sympt_headache,Dor de cabeça,"1, Sim | 0, Não | 99, Desconhecido","Definida como a experiência de dor em várias partes da cabeça, não confinada à área de distribuição de nenhum nervo.","Indique ""Sim"" se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.",,
sympt_neckstiff,Rigidez do pescoço,"1, Sim | 0, Não | 99, Desconhecido","Definida como uma sensação de aperto no pescoço ao tentar movê-lo, especialmente após um período de inatividade. A rigidez do pescoço geralmente envolve dor e dificuldade para mover o pescoço, especialmente ao tentar virar a cabeça para o lado.","Indique ""Sim"" se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.",,
sympt_seizconv,Convulsões,"1, Sim | 0, Não | 99, Desconhecido","Definida como uma anormalidade intermitente da fisiologia do sistema nervoso, caracterizada por uma ocorrência transitória de movimento repentino, violento e irregular do corpo, causado pela contração involuntária dos músculos devido à atividade neuronal anormal, excessiva ou síncrona no cérebro.","Indique ""Sim"" se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.",,
sympt_confusion,Consciência alterada / confusão,"1, Sim | 0, Não | 99, Desconhecido",Definido como um nível de consciência ou excitação diferente do nível normal do paciente.,"Indique ""Sim"" se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.",,
sympt_neurodist,Perturbação psicológica,"1, Sim | 0, Não | 99, Desconhecido","Isso se refere à presença de sinais ou sintomas que afetam os pensamentos, emoções, comportamentos ou bem-estar mental de um indivíduo. A presença de distúrbios psicológicos deve ser identificada por meio de um Exame de Estado Mental (MSE) ou ferramenta equivalente.","Indique ""Sim"" se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.",,
sympt_ocular,Queixas oculares,"1, Sim | 0, Não | 99, Desconhecido","Isso se refere a problemas ou questões que surgem no olho ou em suas estruturas relacionadas. Inclui queixas de olho vermelho e/ou coceira, ou distúrbio visual.","Indique ""Sim"" se o paciente apresentou isso entre 00:00 e 24:00 no dia da avaliação.",,
sympt_ocularspec,Se sim: Especifique as queixas oculares,"1, Olho(s) vermelho(s) | 2, Olho(s) com coceira | 3, Dor nos olhos | 4, Distúrbio visual | 88, Outros","Isso se refere a problemas ou questões que surgem no olho ou em suas estruturas relacionadas. Olho vermelho se refere a qualquer condição com vasos sanguíneos conjuntivais ou ciliares dilatados, típicos de irritação e infecção. Olho com coceira ou prurido ocular se refere a uma sensação que faz a pessoa querer coçar, neste caso, a sensação anormalmente aumentada de coceira está na região do olho. Dor ocular se refere a uma sensação desagradável caracterizada por desconforto físico (como picadas, latejantes ou dores) localizado no olho. Distúrbio visual se refere a uma interferência na visão normal sem necessariamente afetar a acuidade visual.",Selecione a(s) opção(ões) mais apropriada(s) correspondente(s) à(s) queixa(s) ocular(es).,,
sympt_ocularoth,Se outro: Especifique outra queixa ocular,,Isso se refere a outras queixas oculares não especificadas acima.,"Se 'Outro', escreva as queixas oculares.",,
sympt_itchyeye,Coceira no olho,"1, Sim | 0, Não | 99, Desconhecido",Definida como coceira em um ou ambos os olhos.,"Indique ""Sim"" se o paciente apresentou outra anormalidade neurológica não listada acima, entre 00:00 e 24:00 no dia da avaliação.",,
sympt_redeye,Olho vermelho/rosa,"1, Sim | 0, Não | 99, Desconhecido","Definida como inflamação ou infecção da conjuntiva, caracterizada por vermelhidão em um ou ambos os olhos.","Indique ""Sim"" se o paciente apresentou outra anormalidade neurológica não listada acima, entre 00:00 e 24:00 no dia da avaliação.",,
sympt_conjunhemor,Hemorragia conjuntival,"1, Sim | 0, Não | 99, Desconhecido","Definido como o acúmulo de sangue abaixo da conjuntiva, apresentando-se como uma mancha vermelha brilhante ou escura no olho.","Indique ""Sim"" se o paciente apresentou outra anormalidade neurológica não listada acima, entre 00:00 e 24:00 no dia da avaliação.",,
sympt_paineyes,Dor no olho,"1, Sim | 0, Não | 99, Desconhecido",Definido como desconforto ou dor localizada dentro ou ao redor da área dos olhos.,"Indique ""Sim"" se o paciente apresentou outra anormalidade neurológica não listada acima, entre 00:00 e 24:00 no dia da avaliação.",,
sympt_eyelidedema,Edema da pálpebra,"1, Sim | 0, Não | 99, Desconhecido",Definido como inchaço devido ao acúmulo de líquido nos tecidos da pálpebra.,"Indique ""Sim"" se o paciente apresentou outra anormalidade neurológica não listada acima, entre 00:00 e 24:00 no dia da avaliação.",,
sympt_eyedischarg,Secreção do olho,"1, Sim | 0, Não | 99, Desconhecido","Definida como a liberação de fluidos que variam de transparentes a semelhantes a pus do olho, geralmente indicativos de infecção ou irritação.","Indique ""Sim"" se o paciente apresentou outra anormalidade neurológica não listada acima, entre 00:00 e 24:00 no dia da avaliação.",,
sympt_hazyvision,Visão turva / turva,"1, Sim | 0, Não | 99, Desconhecido","Definida como perda da acuidade visual, resultando em visão turva ou distorcida.","Indique ""Sim"" se o paciente apresentou outra anormalidade neurológica não listada acima, entre 00:00 e 24:00 no dia da avaliação.",,
sympt_eyelightsensi,Sensibilidade do olho à luz,"1, Sim | 0, Não | 99, Desconhecido","Definida como uma intolerância anormal à luz, causando desconforto ou dor nos olhos quando expostos à luz forte.","Indique ""Sim"" se o paciente apresentou outra anormalidade neurológica não listada acima, entre 00:00 e 24:00 no dia da avaliação.",,
sympt_newvision,Acuidade visual recentemente reduzida,"1, Sim | 0, Não | 99, Desconhecido",Definida como diminuição da clareza ou nitidez da visão.,"Indique ""Sim"" se o paciente apresentou outra anormalidade neurológica não listada acima, entre 00:00 e 24:00 no dia da avaliação.",,
sympt_unlisted,Outros sinais ou sintomas,"1, Sim | 0, Não | 99, Desconhecido",Isso se refere à presença de um ou mais sinais ou sintomas alternativos não listados acima.,"Indique ""Sim"" se o paciente tiver apresentado outro sinal ou sintoma não listado acima entre 00:00 e 24:00 no dia da avaliação.",,
daily_datalesion,Insira os dados da Avaliação da Pele e Mucosa para esta data?,"1, Sim | 0, Não","As seguintes perguntas dizem respeito à inspeção clínica de lesões de pele. Os dados registrados nesta seção devem detalhar as condições presentes na data da avaliação. Esta seção deve ser preenchida para a data de admissão e qualquer dia subsequente, conforme o protocolo local.",Indique 'Sim' para inserir informações referentes à inspeção clínica de lesões de pele no dia da avaliação.,,
lesion_dist,Distribuição de erupção cutânea,"1, Generalizado | 2, Localizado ao redor dos genitais | 3, Centrífugo - mais nas extremidades | 4, Centrípeto - mais no tronco | 88, Outra distribuição | 99, Distribuição desconhecida","Isto se refere ao padrão de distribuição da erupção cutânea. Erupção cutânea generalizada se refere a uma erupção cutânea disseminada cobrindo toda a superfície da pele. Erupção cutânea centrífuga se concentra nas extremidades distais, com menos lesões no tronco. Erupção cutânea centrípeta se concentra no tronco, com menos lesões nas extremidades. Localizada ao redor dos genitais se refere a uma erupção cutânea concentrada ao redor da pele nos genitais.",Selecione o padrão mais apropriado de distribuição da erupção cutânea no dia da avaliação.,,
lesion_distoth,Especificar outra distribuição de erupção cutânea,,Isso se refere ao padrão de distribuição da erupção cutânea.,"Se 'Outro', escreva o padrão de distribuição da erupção cutânea no dia da avaliação.",,
lesion_morph,Morfologia da erupção cutânea,"1, Lesões principalmente discretas | 2, Lesões semiconfluentes | 3, Lesões confluentes | 4, Morfologia mista | 99, Desconhecido",Isso se refere à morfologia predominante da erupção cutânea. Lesões discretas se referem a lesões distintas e separadas que não estão unidas umas às outras. Lesões confluentes se referem a lesões que estão se unindo ou correndo juntas.,Selecione a morfologia mais apropriada da erupção cutânea no dia da avaliação.,,
lesion_morphsize,Tamanho da erupção cutânea (pele) - maior diâmetro de qualquer lesão,"1, Menos de 0,5 cm | 2, 0,5-0,99 cm | 3, 1-1,99 cm | 4, 2+ cm","Isso se refere ao tamanho da erupção cutânea, registrado como o maior diâmetro de qualquer lesão em centímetros (cm).",Indique o maior diâmetro de qualquer lesão cutânea medido em centímetros (cm) no dia da avaliação.,,
lesion_skinles,Estado atual da lesão cutânea,"1, Há lesões cutâneas ativas | 2, Há lesões cutâneas e nenhuma delas está ativa (lesões em processo de cicatrização e resolução, incluindo lesões com crostas) | 3, Todas as lesões cutâneas foram completamente resolvidas (todas as crostas caíram com a pele intacta) | 4, Nenhuma lesão cutânea se desenvolveu até o momento","Isto se refere ao estado das lesões cutâneas. Lesões cutâneas ativas se referem a máculas (lesões planas), pápulas (lesões elevadas), vesículas (elevadas e cheias de fluido transparente) ou pústulas (elevadas e preenchidas com pus, um fluido opaco) que podem desenvolver uma depressão no centro (umbilicação) ou ulcerar. Lesões cutâneas que não são ativas se referem àquelas que começaram a formar crostas (secar), no processo de cura e resolução, para formar crostas (consistindo de soro seco, sangue ou pus). Lesões cutâneas que se resolveram completamente se referem a todas as crostas que caíram, deixando a pele subjacente intacta.",Indique o estado dermatológico mais adequado das lesões cutâneas no dia da avaliação.,,
lesion_res,Há evidências residuais de lesões cutâneas resolvidas (cicatriz/descoloração)?,"1, Sim | 0, Não | 99, Desconhecido","Isso se refere à presença de sequelas secundárias a lesões de pele resolvidas ou em resolução, ou seja, lesões que não estão mais ativas (incluindo lesões com crostas e lesões onde todas as crostas caíram com a pele intacta). Isso pode incluir cicatrizes ou descoloração.","Indique ""Sim"" se houver evidências residuais de lesões cutâneas resolvidas no dia da avaliação.",,
lesion_mucos,Estado atual da lesão mucosa,"1, Existem lesões na mucosa | 2, Há um histórico de lesões na mucosa, mas nenhuma no momento (todas foram resolvidas e a mucosa está curada) | 3, Nenhuma lesão na mucosa se desenvolveu até o momento","Isso se refere à presença de envolvimento da membrana mucosa. Inclui o revestimento do trato digestivo, trato respiratório e trato geniturinário.",Selecione a opção mais apropriada que representa a extensão do envolvimento da mucosa entre 00:00 e 24:00 no dia da avaliação.,,
lesion_orophar,Se houver lesões na mucosa: Sintomas ou sinais persistentes de lesões na mucosa orofaríngea,"1, Sim | 0, Não | 99, Desconhecido","Isso se refere à presença de envolvimento da membrana mucosa na cavidade orofaríngea, como evidenciado por lesões mucosas ativas, eritema, alterações inflamatórias. Os sintomas podem incluir dor de garganta, ulcerações dolorosas, deglutição dolorosa ou difícil.",Indique 'Sim' se o paciente apresentou sintomas de lesões da mucosa orofaríngea entre 00:00 e 24:00 no dia da avaliação.,,
lesion_pharyn,Se sim: Faringite,"1, Sim | 0, Não | 99, Desconhecido","Isso se refere à dor na garganta, geralmente na presença de inflamação da garganta (faringe).","Indique 'Sim', se o paciente tiver diagnóstico de faringite entre 00:00 e 24:00 no dia da avaliação.",,
lesion_oropharles,Se sim: Lesão ulcerada orofaríngea (ativa),"1, Sim | 0, Não | 99, Desconhecido",Isso se refere a lesões mucosas ulceradas ativas na área entre o palato mole e a porção superior da epiglote.,"Indique ""Sim"" se houver lesões ativas envolvendo esta área entre 00:00 e 24:00 no dia da avaliação.",,
lesion_head,"Há alguma lesão na cabeça, rosto ou pescoço?","1, Sim | 0, Não | 99, Desconhecido","Isso se refere à presença de lesões cutâneas envolvendo a cabeça, o rosto ou o pescoço.","Indique ""Sim"" se houver lesões ativas envolvendo esta área entre 00:00 e 24:00 no dia da avaliação.",,
lesion_headt,"Se sim: Tipo de lesões na cabeça, face ou pescoço","1, Vesícula | 2, Pústula | 3, Lesões ulceradas | 4, Lesões necrosantes | 5, Lesões fungantes | 6, Lesões hemorrágicas | 88, Outras","Isso se refere ao tipo de lesão de pele envolvendo a cabeça, o rosto ou o pescoço. Vesícula se refere à lesão elevada e preenchida com fluido transparente. Pústula se refere à lesão elevada e preenchida com pus, um fluido opaco. Lesão ulcerada se refere a uma lesão com ruptura na pele. Lesão necrosante se refere a uma lesão com tecido necrótico (morto). Lesão fungível se refere a uma lesão de tecidos subjacentes que está rompendo a superfície da pele.","Selecione a opção mais apropriada que representa o tipo de lesão que envolve esta área, entre 00:00 e 24:00 no dia da avaliação.",,
lesion_heado,"Se outro: especifique outro tipo de lesão na cabeça, face ou pescoço",,"Isso se refere ao tipo de lesão cutânea que envolve a cabeça, o rosto ou o pescoço.","Se 'Outro'. Escreva o tipo de lesões envolvendo esta área, entre 00:00 e 24:00 no dia da avaliação.",,
lesion_headnum,"Número de lesões na cabeça, face ou pescoço",,"Isso se refere ao número de lesões de pele envolvendo a cabeça, o rosto ou o pescoço.","Escreva o número de lesões envolvendo esta área, entre 00:00 e 24:00 no dia da avaliação.",,
lesion_ocular,Há alguma lesão ocular dentro da órbita?,"1, Sim | 0, Não | 99, Desconhecido",Isso se refere à presença de lesões oculares.,"Indique ""Sim"" se houver lesões ativas envolvendo esta área entre 00:00 e 24:00 no dia da avaliação.",,
lesion_oculart,Se sim: Tipo de lesões oculares,"1, Vesícula | 2, Pústula | 3, Lesões ulceradas | 4, Lesões necrosantes | 5, Lesões fungantes | 6, Lesões hemorrágicas | 88, Outras","Isto se refere ao tipo de lesão ocular. Vesícula se refere a lesão elevada e preenchida com fluido transparente. Pústula se refere a lesão elevada e preenchida com pus, um fluido opaco. Lesão ulcerada se refere a uma lesão com ruptura na pele. Lesão necrosante se refere a uma lesão com tecido necrótico (morto). Lesão fungível se refere a uma lesão de tecidos subjacentes que está rompendo a superfície da pele.","Selecione a opção mais apropriada que representa o tipo de lesão que envolve esta área, entre 00:00 e 24:00 no dia da avaliação.",,
lesion_ocularo,Se outro: Especifique outro tipo de lesão ocular,,Isso se refere ao tipo de lesão ocular.,"Se 'Outro'. Escreva o tipo de lesões envolvendo esta área, entre 00:00 e 24:00 no dia da avaliação.",,
lesion_ocularnum,Número de lesões oculares,,Isso se refere ao número de lesões oculares.,"Escreva o número de lesões envolvendo esta área, entre 00:00 e 24:00 no dia da avaliação.",,
lesion_torso,Há alguma lesão no tronco?,"1, Sim | 0, Não | 99, Desconhecido",Isso se refere à presença de lesões cutâneas envolvendo o tronco.,"Indique ""Sim"" se houver lesões ativas envolvendo esta área entre 00:00 e 24:00 no dia da avaliação.",,
lesion_torsot,Se sim: Tipo de lesões no tronco/tronco,"1, Vesícula | 2, Pústula | 3, Lesões ulceradas | 4, Lesões necrosantes | 5, Lesões fungantes | 6, Lesões hemorrágicas | 88, Outras","Isto se refere ao tipo de lesões de pele envolvendo o tronco/tronco. Vesícula se refere a lesão elevada e preenchida com fluido transparente. Pústula se refere a lesão elevada e preenchida com pus, um fluido opaco. Lesão ulcerada se refere a uma lesão com ruptura na pele. Lesão necrosante se refere a uma lesão com tecido necrótico (morto). Lesão fungizante se refere a uma lesão de tecidos subjacentes que está rompendo a superfície da pele.","Selecione a opção mais apropriada que representa o tipo de lesão que envolve esta área, entre 00:00 e 24:00 no dia da avaliação.",,
lesion_torsoo,Se outro: Especifique outro tipo de lesões no tronco/tronco,,Isso se refere ao tipo de lesão cutânea que envolve o tronco.,"Se 'Outro'. Escreva o tipo de lesões envolvendo esta área, entre 00:00 e 24:00 no dia da avaliação.",,
lesion_torsonum,Número de lesões no tronco/tronco,,Isso se refere ao número de lesões cutâneas envolvendo o tronco.,"Escreva o número de lesões envolvendo esta área, entre 00:00 e 24:00 no dia da avaliação.",,
lesion_arms,Há alguma lesão nos braços e/ou mãos?,"1, Sim | 0, Não | 99, Desconhecido",Isso se refere à presença de lesões cutâneas envolvendo os braços e/ou mãos.,"Indique ""Sim"" se houver lesões ativas envolvendo esta área entre 00:00 e 24:00 no dia da avaliação.",,
lesion_armst,Se sim: Tipo de lesões nos braços/mãos,"1, Vesícula | 2, Pústula | 3, Lesões ulceradas | 4, Lesões necrosantes | 5, Lesões fungantes | 6, Lesões hemorrágicas | 88, Outras","Isso se refere ao tipo de lesão de pele envolvendo os braços e/ou mãos. Vesícula se refere a lesão elevada e preenchida com fluido transparente. Pústula se refere a lesão elevada e preenchida com pus, um fluido opaco. Lesão ulcerada se refere a uma lesão com ruptura na pele. Lesão necrosante se refere a uma lesão com tecido necrótico (morto). Lesão fungível se refere a uma lesão de tecidos subjacentes que está rompendo a superfície da pele.","Selecione a opção mais apropriada que representa o tipo de lesão que envolve esta área, entre 00:00 e 24:00 no dia da avaliação.",,
lesion_armso,Se outro: Especifique outro tipo de lesões nos braços/mãos,,Isso se refere ao tipo de lesão cutânea que envolve os braços e/ou mãos.,"Se 'Outro'. Escreva o tipo de lesões envolvendo esta área, entre 00:00 e 24:00 no dia da avaliação.",,
lesion_armsnum,Número de lesões nos braços/mãos,,Isso se refere ao número de lesões de pele envolvendo os braços e/ou mãos.,"Escreva o número de lesões envolvendo esta área, entre 00:00 e 24:00 no dia da avaliação.",,
lesion_legs,Há alguma lesão nas pernas e/ou pés?,"1, Sim | 0, Não | 99, Desconhecido",Isso se refere à presença de lesões cutâneas envolvendo as pernas e/ou pés.,"Indique ""Sim"" se houver lesões ativas envolvendo esta área entre 00:00 e 24:00 no dia da avaliação.",,
lesion_legst,Se sim: Tipo de lesões nas pernas/pés,"1, Vesícula | 2, Pústula | 3, Lesões ulceradas | 4, Lesões necrosantes | 5, Lesões fungantes | 6, Lesões hemorrágicas | 88, Outras","Isso se refere ao tipo de lesão de pele envolvendo as pernas e/ou pés. Vesícula se refere a lesão elevada e preenchida com fluido transparente. Pústula se refere a lesão elevada e preenchida com pus, um fluido opaco. Lesão ulcerada se refere a uma lesão com ruptura na pele. Lesão necrosante se refere a uma lesão com tecido necrótico (morto). Lesão fungível se refere a uma lesão de tecidos subjacentes que está rompendo a superfície da pele.","Selecione a opção mais apropriada que representa o tipo de lesão que envolve esta área, entre 00:00 e 24:00 no dia da avaliação.",,
lesion_legso,Se outro: Especifique outro tipo de lesão nas pernas/pés,,Isso se refere ao tipo de lesão cutânea que envolve as pernas e/ou pés.,"Se 'Outro'. Escreva o tipo de lesões envolvendo esta área, entre 00:00 e 24:00 no dia da avaliação.",,
lesion_legsnum,Número de lesões nas pernas/pés,,Isso se refere ao número de lesões cutâneas que envolvem as pernas e/ou pés.,"Escreva o número de lesões envolvendo esta área, entre 00:00 e 24:00 no dia da avaliação.",,
lesion_palm,Há alguma lesão nas palmas das mãos?,"1, Sim | 0, Não | 99, Desconhecido",Isso se refere à presença de lesões cutâneas envolvendo as palmas das mãos.,"Indique ""Sim"" se houver lesões ativas envolvendo esta área entre 00:00 e 24:00 no dia da avaliação.",,
lesion_palmt,Se sim: Tipo de lesões na palma,"1, Vesícula | 2, Pústula | 3, Lesões ulceradas | 4, Lesões necrosantes | 5, Lesões fungantes | 6, Lesões hemorrágicas | 88, Outras","Isso se refere ao tipo de lesão de pele envolvendo as palmas das mãos. Vesícula se refere a lesão elevada e preenchida com fluido transparente. Pústula se refere a lesão elevada e preenchida com pus, um fluido opaco. Lesão ulcerada se refere a uma lesão com ruptura na pele. Lesão necrosante se refere a uma lesão com tecido necrótico (morto). Lesão fungizante se refere a uma lesão de tecidos subjacentes que está rompendo a superfície da pele.","Selecione a opção mais apropriada que representa o tipo de lesão que envolve esta área, entre 00:00 e 24:00 no dia da avaliação.",,
lesion_palmo,Se outro: Especifique outro tipo de lesão na palma,,Isso se refere ao tipo de lesão cutânea que envolve as palmas das mãos.,"Se 'Outro'. Escreva o tipo de lesões envolvendo esta área, entre 00:00 e 24:00 no dia da avaliação.",,
lesion_palmnum,Número de lesões na palma,,Isso se refere ao número de lesões cutâneas envolvendo as palmas das mãos.,"Escreva o número de lesões envolvendo esta área, entre 00:00 e 24:00 no dia da avaliação.",,
lesion_sole,Há alguma lesão nas solas dos pés?,"1, Sim | 0, Não | 99, Desconhecido",Isso se refere à presença de lesões cutâneas envolvendo as solas dos pés.,"Indique ""Sim"" se houver lesões ativas envolvendo esta área entre 00:00 e 24:00 no dia da avaliação.",,
lesion_solet,Se sim: Tipo de lesões na sola,"1, Vesícula | 2, Pústula | 3, Lesões ulceradas | 4, Lesões necrosantes | 5, Lesões fungantes | 6, Lesões hemorrágicas | 88, Outras","Isso se refere ao tipo de lesões de pele envolvendo as solas. Vesícula se refere a lesão elevada e preenchida com fluido transparente. Pústula se refere a lesão elevada e preenchida com pus, um fluido opaco. Lesão ulcerada se refere a uma lesão com ruptura na pele. Lesão necrosante se refere a uma lesão com tecido necrótico (morto). Lesão fungizante se refere a uma lesão de tecidos subjacentes que está rompendo a superfície da pele.","Selecione a opção mais apropriada que representa o tipo de lesão que envolve esta área, entre 00:00 e 24:00 no dia da avaliação.",,
lesion_soleo,Se outro: Especifique outro tipo de lesão na sola,,Isso se refere ao tipo de lesão cutânea que envolve as solas dos pés.,"Se 'Outro'. Escreva o tipo de lesões envolvendo esta área, entre 00:00 e 24:00 no dia da avaliação.",,
lesion_solenum,Número de lesões na sola,,Isso se refere ao número de solas envolvidas.,"Escreva o número de lesões envolvendo esta área, entre 00:00 e 24:00 no dia da avaliação.",,
lesion_genit,Há alguma lesão na genitália externa?,"1, Sim | 0, Não | 99, Desconhecido",Isso se refere à presença de lesões cutâneas envolvendo a genitália externa.,"Indique ""Sim"" se houver lesões ativas envolvendo esta área entre 00:00 e 24:00 no dia da avaliação.",,
lesion_genitt,Se sim: Tipo de lesões na genitália externa,"1, Vesícula | 2, Pústula | 3, Lesões ulceradas | 4, Lesões necrosantes | 5, Lesões fungantes | 6, Lesões hemorrágicas | 88, Outras","Isto se refere ao tipo de lesões de pele envolvendo a genitália externa. Vesícula se refere a lesão elevada e preenchida com fluido transparente. Pústula se refere a lesão elevada e preenchida com pus, um fluido opaco. Lesão ulcerada se refere a uma lesão com ruptura na pele. Lesão necrosante se refere a uma lesão com tecido necrótico (morto). Lesão fungizante se refere a uma lesão de tecidos subjacentes que está rompendo a superfície da pele.","Selecione a opção mais apropriada que representa o tipo de lesão que envolve esta área, entre 00:00 e 24:00 no dia da avaliação.",,
lesion_genito,Se outro: Especifique outro tipo de lesão da genitália externa,,Isso se refere ao tipo de lesão cutânea que envolve a genitália externa.,"Se 'Outro'. Escreva o tipo de lesões envolvendo esta área, entre 00:00 e 24:00 no dia da avaliação.",,
lesion_genitnum,Número de lesões na genitália externa,,Isso se refere ao número de envolvimentos da genitália externa.,"Escreva o número de lesões envolvendo esta área, entre 00:00 e 24:00 no dia da avaliação.",,
lesion_peri,Há alguma lesão perianal?,"1, Sim | 0, Não | 99, Desconhecido",Isso se refere à presença de lesões cutâneas envolvendo a região perianal.,"Indique ""Sim"" se houver lesões ativas envolvendo esta área entre 00:00 e 24:00 no dia da avaliação.",,
lesion_perit,Se sim: Tipo de lesões perianais,"1, Vesícula | 2, Pústula | 3, Lesões ulceradas | 4, Lesões necrosantes | 5, Lesões fungantes | 6, Lesões hemorrágicas | 88, Outras","Isto se refere ao tipo de lesões de pele envolvendo a região perianal. Vesícula se refere a lesão elevada e preenchida com fluido transparente. Pústula se refere a lesão elevada e preenchida com pus, um fluido opaco. Lesão ulcerada se refere a uma lesão com ruptura na pele. Lesão necrosante se refere a uma lesão com tecido necrótico (morto). Lesão fungizante se refere a uma lesão de tecidos subjacentes que está rompendo a superfície da pele.","Selecione a opção mais apropriada que representa o tipo de lesão que envolve esta área, entre 00:00 e 24:00 no dia da avaliação.",,
lesion_perio,Se outro: Especifique outro tipo de lesão perianal,,Isso se refere ao tipo de lesão cutânea que envolve a região perianal.,"Se 'Outro'. Escreva o tipo de lesões envolvendo esta área, entre 00:00 e 24:00 no dia da avaliação.",,
lesion_perinum,Número de lesões perianais,,Isso se refere ao número de envolvimentos da região perianal.,"Escreva o número de lesões envolvendo esta área, entre 00:00 e 24:00 no dia da avaliação.",,
lesion_mouth,Há alguma lesão dentro da boca?,"1, Sim | 0, Não | 99, Desconhecido",Isso se refere à presença de lesões na mucosa dentro da boca (cavidade oral).,"Indique ""Sim"" se houver lesões ativas envolvendo esta área entre 00:00 e 24:00 no dia da avaliação.",,
lesion_mouthstat,Se sim: Estado da lesão na parte interna da boca,"1, Causando dor | 2, Sangramento ou secreção | 3, Ulceração","Isso se refere ao estado das lesões mucosas na boca (cavidade oral). Uma lesão que causa dor está associada a uma sensação desagradável, desconfortável ou dolorosa no local da lesão. Uma lesão que está sangrando ou drenando está associada ao sangramento dos vasos sanguíneos ou descarga de fluido seroso/purulento no local da lesão. Uma lesão ulcerada está associada à erosão da membrana mucosa da boca, mostrando escavação local da superfície no local da lesão.","Selecione a opção mais apropriada que representa o tipo de lesão que envolve esta área, entre 00:00 e 24:00 no dia da avaliação.",,
lesion_vagin,Há alguma lesão no canal vaginal?,"1, Sim | 0, Não | 99, Desconhecido",Isso se refere à presença de lesões mucosas no canal vaginal.,"Indique ""Sim"" se houver lesões ativas envolvendo esta área entre 00:00 e 24:00 no dia da avaliação.",,
lesion_vaginstat,Se sim: Estado da lesão do canal vaginal,"1, Causando dor | 2, Sangramento ou secreção | 3, Ulceração","Isso se refere ao estado das lesões mucosas no canal vaginal. Uma lesão que causa dor está associada a uma sensação desagradável, desconfortável ou dolorosa no local da lesão. Uma lesão que está sangrando ou drenando está associada ao sangramento dos vasos sanguíneos ou descarga de fluido seroso/purulento no local da lesão. Uma lesão ulcerada está associada à erosão da membrana mucosa da boca, mostrando escavação local da superfície no local da lesão.","Selecione a opção mais apropriada que representa o tipo de lesão que envolve esta área, entre 00:00 e 24:00 no dia da avaliação.",,
lesion_rectum,Há alguma lesão no reto?,"1, Sim | 0, Não | 99, Desconhecido",Isso se refere à presença de lesões mucosas no reto.,"Indique ""Sim"" se houver lesões ativas envolvendo esta área entre 00:00 e 24:00 no dia da avaliação.",,
lesion_rectumstat,Se sim para lesões no reto: Status da lesão retal,"1, Causando dor | 2, Sangramento ou secreção | 3, Ulceração | 4, Tenesmo","Isso se refere ao estado das lesões mucosas no reto. Uma lesão que causa dor está associada a uma sensação desagradável, desconfortável ou dolorosa no local da lesão. Uma lesão que está sangrando ou drenando está associada ao sangramento dos vasos sanguíneos ou descarga de fluido seroso/purulento no local da lesão. Uma lesão ulcerada está associada à erosão da membrana mucosa da boca, mostrando escavação local da superfície no local da lesão.","Selecione a opção mais apropriada que representa o tipo de lesão que envolve esta área, entre 00:00 e 24:00 no dia da avaliação.",,
lesion_anorec,Se sim para lesões no reto: Ano-rectite,"1, Sim | 0, Não | 99, Desconhecido",Definida como inflamação das membranas mucosas do ânus e/ou reto que pode ser acompanhada de dor ou sangramento.,"Indique ""Sim"" se o paciente apresentou isso em algum momento durante a data da avaliação.",,
lesion_penis,Há alguma lesão no pênis?,"1, Sim | 0, Não | 99, Desconhecido",Isso se refere à presença de lesões na mucosa do pênis.,"Indique ""Sim"" se houver lesões ativas envolvendo esta área entre 00:00 e 24:00 no dia da avaliação.",,
lesion_penisstat,Se sim: Estado da lesão peniana,"1, Causando dor | 2, Sangramento ou secreção | 3, Ulceração","Isso se refere ao estado das lesões mucosas no pênis. Uma lesão que causa dor está associada a uma sensação desagradável, desconfortável ou dolorosa no local da lesão. Uma lesão que está sangrando ou drenando está associada ao sangramento dos vasos sanguíneos ou descarga de fluido seroso/purulento no local da lesão. Uma lesão ulcerada está associada à erosão da membrana mucosa da boca, mostrando escavação local da superfície no local da lesão.","Selecione a opção mais apropriada que representa o tipo de lesão que envolve esta área, entre 00:00 e 24:00 no dia da avaliação.",,
lesion_locoth,Outros sites,"1, Sim | 0, Não | 99, Desconhecido",Isso se refere à presença de lesões mucosas envolvendo outros locais.,"Indique 'Sim' se houver lesões ativas envolvendo outros locais entre 00:00 e 24:00 no dia da avaliação, não especificados acima.",,
lesion_spec,Se sim para outros sites: Especifique outros sites,,Isso se refere à presença de lesões mucosas envolvendo outros locais.,"Se 'Sim', escreva a localização das lesões da mucosa envolvendo outro(s) local(ais).",,
