Variable,Question,Answer Options,Definition,Completion Guideline,Language Speaker Reviewed,Clinical Language Speaker Reviewed
sympt_cough_hemop,Hemoptisis,"1, Sí | 0, No | 99, Desconocido",La hemoptisis se refiere a la presencia de sangre o esputo con vetas de sangre procedente del tracto respiratorio.,"Indique “Sí”, si el paciente experimentó esto entre las 00:00 y las 24:00 horas del día de la evaluación.",,
sympt_palpitations,Palpitaciones,"1, Sí | 0, No | 99, Desconocido",Se refiere a la desagradable sensación de los latidos del propio corazón.,"Indique “Sí”, si el paciente experimentó esto entre las 00:00 y las 24:00 horas del día de la evaluación.",,
sympt_sorethroat,Dolor de garganta,"1, Sí | 0, No | 99, Desconocido","Se define como una sensación desagradable caracterizada por malestar físico (como pinchazos, pulsaciones o dolor) y que se percibe como originada en la garganta.","Indique “Sí”, si el paciente experimentó esto entre las 00:00 y las 24:00 horas del día de la evaluación.",,
sympt_rhinorrhoe,Secreción nasal / rinorrea,"1, Sí | 0, No | 99, Desconocido",Se define como un aumento de la secreción mucosa de la nariz.,"Indique “Sí”, si el paciente experimentó esto entre las 00:00 y las 24:00 horas del día de la evaluación.",,
sympt_wheezing,Sibilancia,"1, Sí | 0, No | 99, Desconocido",Se define como un sonido respiratorio agudo que resulta de un estrechamiento u obstrucción de las vías respiratorias pequeñas.,"Indique “Sí”, si el paciente experimentó esto entre las 00:00 y las 24:00 horas del día de la evaluación.",,
sympt_shortbreat,Dificultad para respirar,"1, Sí | 0, No | 99, Desconocido",Se define como la sensación incómoda de respiración difícil o laboriosa que no guarda proporción con el nivel de actividad física del paciente.,"Indique “Sí”, si el paciente experimentó esto entre las 00:00 y las 24:00 horas del día de la evaluación.",,
sympt_chestindrw,Retracción de la pared torácica inferior,"1, Sí | 0, No | 99, Desconocido","Se define como un signo clínico de dificultad respiratoria, que se caracteriza por un movimiento anormal hacia adentro de la pared torácica inferior durante la inspiración. Si solo se introduce el tejido blando entre las costillas o por encima de la clavícula cuando el paciente respira, no se trata de tiraje de la pared torácica inferior.","Indique “Sí”, si el paciente experimentó esto entre las 00:00 y las 24:00 horas del día de la evaluación.",,
sympt_chestpain,Dolor en el pecho,"1, Sí | 0, No | 99, Desconocido","Se define como la sensación desagradable, incómoda o dolorosa caracterizada por un malestar físico localizado en el pecho.","Indique “Sí”, si el paciente experimentó esto entre las 00:00 y las 24:00 horas del día de la evaluación.",,
sympt_abdpain,Dolor abdominal,"1, Sí | 0, No | 99, Desconocido","Se define como una sensación desagradable de malestar, angustia o agonía en la región abdominal.","Indique “Sí”, si el paciente experimentó esto entre las 00:00 y las 24:00 horas del día de la evaluación.",,
sympt_diarrhoea,Diarrea,"1, Sí | 0, No | 99, Desconocido",Se define como tres o más deposiciones blandas o líquidas por día (o una evacuación más frecuente de lo normal para el individuo).,"Indique “Sí”, si el paciente experimentó esto entre las 00:00 y las 24:00 horas del día de la evaluación.",,
sympt_consti,Constipación,"1, Sí | 0, No | 99, Desconocido","Se refiere a una evacuación intestinal irregular, poco frecuente o difícil.","Indique “Sí”, si el paciente experimentó esto entre las 00:00 y las 24:00 horas del día de la evaluación.",,
sympt_vomit,Vómitos,"1, Sí | 0, No | 99, Desconocido",Se define como la expulsión del estómago o del intestino delgado a través de la boca.,"Indique “Sí”, si el paciente experimentó esto entre las 00:00 y las 24:00 horas del día de la evaluación.",,
sympt_vomit2d,Vómitos persistentes? (>=2/día),"1, Sí | 0, No | 99, Desconocido",El vómito persistente se define aquí como vomitar dos veces o más al día.,"Indique “Sí”, si el paciente experimentó esto entre las 00:00 y las 24:00 horas del día de la evaluación.",,
sympt_nausea,Náuseas,"1, Sí | 0, No | 99, Desconocido",Se define como la sensación subjetiva desagradable e indolora de que uno va a vomitar inminentemente.,"Indique “Sí”, si el paciente experimentó esto entre las 00:00 y las 24:00 horas del día de la evaluación.",,
sympt_anorexia,Anorexia,"1, Sí | 0, No | 99, Desconocido",Se define como falta o pérdida de apetito.,"Indique “Sí”, si el paciente experimentó esto entre las 00:00 y las 24:00 horas del día de la evaluación.",,
sympt_exsal,Salivación excesiva,"1, Sí | 0, No | 99, Desconocido",La salivación excesiva o sialorrea es un síntoma que mejor debe evaluar el paciente.,"Indique “Sí”, si el paciente experimentó esto entre las 00:00 y las 24:00 horas del día de la evaluación.",,
sympt_diffswallow,Dificultad para tragar / disfagia,"1, Sí | 0, No | 99, Desconocido","Se define como dificultad para tragar alimentos, líquidos o saliva.","Indique “Sí”, si el paciente experimentó esto entre las 00:00 y las 24:00 horas del día de la evaluación.",,
sympt_urine,Retención urinaria,"1, Sí | 0, No | 99, Desconocido",Se define como la acumulación de orina dentro de la vejiga debido a la incapacidad de orinar.,"Indique “Sí”, si el paciente experimentó esto entre las 00:00 y las 24:00 horas del día de la evaluación.",,
sympt_dyspareunia,Dispareunia,"1, Sí | 0, No | 99, Desconocido",Se define como dolor genital recurrente o persistente asociado con las relaciones sexuales.,"Indique “Sí”, si el paciente experimentó esto entre las 00:00 y las 24:00 horas del día de la evaluación.",,
sympt_haemorrhag_yn,Sangrado / hemorragia,"1, Sí | 0, No | 99, Desconocido","Se define como la presencia de sangre en un lugar en el que no es fisiológicamente normal o pérdida de sangre de la circulación, ya sea interna o externa. Esto puede incluir epistaxis (sangre por la nariz), sangrado gingival (sangre de las encías), sangre de cualquier parte del tracto gastrointestinal (hemorragia gastrointestinal) o del tracto genitourinario (vagina o uretra), incluida la hematuria.","Indique “Sí”, si el paciente experimentó esto entre las 00:00 y las 24:00 horas del día de la evaluación.",,
sympt_haemorrhag_sev,Sangrado/hemorragia grave (requiere intervención),"1, Sí | 0, No | 99, Desconocido",Se define como el sangrado/hemorragia grave que requiere intervención médica para hemostasia y/o soporte hemodinámico.,"Indique “Sí”, si el paciente experimentó esto entre las 00:00 y las 24:00 horas del día de la evaluación.",,
sympt_haemorrhag_site,En caso afirmativo: especifique el sitio de sangrado/hemorragia,"1, Piel | 7, Petequias | 2, Nariz | 3, Encías | 4, Tracto gastrointestinal | 5, Tracto urinario | 6, Vagina | 88, Otro(s) | 99, Desconocido","Se refiere a la ubicación de los sitios de sangrado/hemorragia. Las petequias se refieren a pequeñas manchas rojizas o violáceas en la piel o las membranas mucosas como resultado de una hemorragia localizada. El sangrado nasal se refiere a una hemorragia localizada en la nariz. El sangrado de las encías se refiere a una hemorragia que afecta la encía. El sangrado gastrointestinal (GI) se refiere a una hemorragia en cualquier segmento del tracto gastrointestinal desde el esófago hasta el recto. El sangrado del tracto urinario se refiere a una hemorragia que se origina en cualquier parte del sistema urinario. El sangrado vaginal se refiere a una hemorragia que se origina en la vagina, sin relación con la menstruación normal.",Seleccione la(s) opción(es) más apropiada(s) correspondiente(s) a la ubicación del sitio(s) de sangrado/hemorragia.,,
sympt_haemorrhag_other,Si es otro: especifique el sitio de sangrado/hemorragia,,Esto se refiere a la ubicación del sitio(s) de sangrado/hemorragia.,"Si es 'Otro', escriba la ubicación del sitio de sangrado/hemorragia.",,
sympt_jaund,Ictericia,"1, Sí | 0, No | 99, Desconocido","Se define como una manifestación clínica de hiperbilirrubinemia, caracterizada por la tinción amarillenta de la piel, mucosas y/o esclerótica.","Indique “Sí”, si el paciente experimentó esto entre las 00:00 y las 24:00 horas del día de la evaluación.",,
sympt_headache,Dolor de cabeza,"1, Sí | 0, No | 99, Desconocido","Se define como la experiencia de dolor en diversas partes de la cabeza, no confinada al área de distribución de ningún nervio.","Indique “Sí”, si el paciente experimentó esto entre las 00:00 y las 24:00 horas del día de la evaluación.",,
sympt_neckstiff,Rigidez del cuello,"1, Sí | 0, No | 99, Desconocido","Se define como una sensación de tirantez en el cuello al intentar moverlo, especialmente después de un período de inactividad. La rigidez del cuello suele implicar dolor y dificultad para mover el cuello, especialmente al intentar girar la cabeza hacia un lado.","Indique “Sí”, si el paciente experimentó esto entre las 00:00 y las 24:00 horas del día de la evaluación.",,
sympt_seizconv,Convulsiones,"1, Sí | 0, No | 99, Desconocido","Se define como una anomalía intermitente de la fisiología del sistema nervioso caracterizada por la aparición transitoria de un movimiento repentino, violento e irregular del cuerpo, causado por la contracción involuntaria de los músculos debido a una actividad neuronal anormal excesiva o sincrónica en el cerebro.","Indique “Sí”, si el paciente experimentó esto entre las 00:00 y las 24:00 horas del día de la evaluación.",,
sympt_confusion,Alteración de la conciencia / confusión,"1, Sí | 0, No | 99, Desconocido",Se define como un nivel de conciencia o excitación distinto del valor basal normal del paciente.,"Indique “Sí”, si el paciente experimentó esto entre las 00:00 y las 24:00 horas del día de la evaluación.",,
sympt_neurodist,Trastorno psicológico,"1, Sí | 0, No | 99, Desconocido","Se refiere a la presencia de signos o síntomas que afectan los pensamientos, emociones, conductas o el bienestar mental de un individuo. La presencia de trastornos psicológicos debe identificarse mediante un Examen del Estado Mental (EMM) o una herramienta equivalente.","Indique “Sí”, si el paciente experimentó esto entre las 00:00 y las 24:00 horas del día de la evaluación.",,
sympt_ocular,Molestias oculares,"1, Sí | 0, No | 99, Desconocido",Se refiere a problemas que surgen en el ojo o en las estructuras relacionadas con él. Incluye molestias por enrojecimiento o picazón en los ojos o alteraciones visuales.,"Indique “Sí”, si el paciente experimentó esto entre las 00:00 y las 24:00 horas del día de la evaluación.",,
sympt_ocularspec,En caso afirmativo: especifique las molestias oculares,"1, Ojos rojos | 2, Picor en los ojos | 3, Dolor ocular | 4, Alteración visual | 88, Otros","Se refiere a problemas que surgen en el ojo o sus estructuras relacionadas. El ojo rojo se refiere a cualquier condición con vasos sanguíneos conjuntivales o ciliares dilatados, típicos de irritación e infección. El prurito ocular o picor ocular se refiere a una sensación que hace que una persona quiera rascarse, en este caso, la sensación de picazón aumenta anormalmente en la región del ojo. El dolor ocular se refiere a una sensación desagradable caracterizada por un malestar físico (como pinchazos, pulsaciones o dolor) localizado en el ojo. La alteración visual se refiere a una interferencia con la vista normal sin afectar necesariamente la agudeza visual.",Seleccione la(s) opción(es) más apropiada(s) correspondiente(s) a la(s) queja(s) ocular(es).,,
sympt_ocularoth,Si hay otro: especifique otra queja ocular,,Esto se refiere a otras molestias oculares no especificadas anteriormente.,"Si es “Otros”, escriba las molestias oculares.",,
sympt_itchyeye,Picazón en el ojo,"1, Sí | 0, No | 99, Desconocido",Se define como picazón en uno o ambos ojos.,"Indique “Sí”, si el paciente ha experimentado otra anomalía neurológica no mencionada anteriormente, entre las 00:00 y las 24:00 horas del día de la evaluación.",,
sympt_redeye,Ojo rojo/conjuntivitis,"1, Sí | 0, No | 99, Desconocido","Se define como una inflamación o infección de la conjuntiva, caracterizada por enrojecimiento en uno o ambos ojos.","Indique “Sí”, si el paciente ha experimentado otra anomalía neurológica no mencionada anteriormente, entre las 00:00 y las 24:00 horas del día de la evaluación.",,
sympt_conjunhemor,Hemorragia conjuntival,"1, Sí | 0, No | 99, Desconocido","Se define como la acumulación de sangre debajo de la conjuntiva, que se presenta como una mancha roja u oscura brillante en el ojo.","Indique “Sí”, si el paciente ha experimentado otra anomalía neurológica no mencionada anteriormente, entre las 00:00 y las 24:00 horas del día de la evaluación.",,
sympt_paineyes,Dolor en el ojo,"1, Sí | 0, No | 99, Desconocido",Se define como molestia o dolor localizado dentro o alrededor del área del ojo.,"Indique “Sí”, si el paciente ha experimentado otra anomalía neurológica no mencionada anteriormente, entre las 00:00 y las 24:00 horas del día de la evaluación.",,
sympt_eyelidedema,Edema del párpado,"1, Sí | 0, No | 99, Desconocido",Se define como hinchazón debida a la acumulación de líquido en los tejidos del párpado.,"Indique “Sí”, si el paciente ha experimentado otra anomalía neurológica no mencionada anteriormente, entre las 00:00 y las 24:00 horas del día de la evaluación.",,
sympt_eyedischarg,Secreción del ojo,"1, Sí | 0, No | 99, Desconocido","Se define como la liberación de líquidos que pueden ser desde transparentes hasta similares al pus, desde el ojo, a menudo indicativos de infección o irritación.","Indique “Sí”, si el paciente ha experimentado otra anomalía neurológica no mencionada anteriormente, entre las 00:00 y las 24:00 horas del día de la evaluación.",,
sympt_hazyvision,Visión borrosa,"1, Sí | 0, No | 99, Desconocido","Se define como una pérdida de agudeza visual, que produce una visión borrosa o distorsionada.","Indique “Sí”, si el paciente ha experimentado otra anomalía neurológica no mencionada anteriormente, entre las 00:00 y las 24:00 horas del día de la evaluación.",,
sympt_eyelightsensi,Sensibilidad del ojo a la luz,"1, Sí | 0, No | 99, Desconocido","Se define como una intolerancia anormal a la luz, que provoca molestias o dolor en los ojos cuando se exponen a una luz brillante.","Indique “Sí”, si el paciente ha experimentado otra anomalía neurológica no mencionada anteriormente, entre las 00:00 y las 24:00 horas del día de la evaluación.",,
sympt_newvision,Agudeza visual recientemente reducida,"1, Sí | 0, No | 99, Desconocido",Se define como disminución de la claridad o agudeza de la visión.,"Indique “Sí”, si el paciente ha experimentado otra anomalía neurológica no mencionada anteriormente, entre las 00:00 y las 24:00 horas del día de la evaluación.",,
sympt_unlisted,Otros signos o síntomas,"1, Sí | 0, No | 99, Desconocido",Esto se refiere a la presencia de signos o síntomas alternativos no enumerados anteriormente.,"Indique “Sí”, si el paciente ha experimentado otro signo o síntoma no mencionado anteriormente entre las 00:00 y las 24:00 horas del día de la evaluación.",,
daily_datalesion,¿Ingresar datos de evaluación de piel y mucosas para esta fecha?,"1, Sí | 0, No",Las siguientes preguntas se refieren a la inspección clínica de las lesiones cutáneas. Los datos registrados en esta sección deben detallar las condiciones presentes en la fecha de la evaluación. Esta sección debe completarse para la fecha de ingreso y cualquier día posterior según el protocolo local.,Indique “Sí” para ingresar información relativa a la inspección clínica de las lesiones de la piel el día de la evaluación.,,
lesion_dist,Distribución de la erupción,"1, Generalizada | 2, Localizada alrededor de los genitales | 3, Centrífuga: más en las extremidades | 4, Centrípeta: más en el tronco | 88, Otra distribución | 99, Distribución desconocida","Se refiere al patrón de distribución de la erupción cutánea. La erupción generalizada se refiere a una erupción generalizada que cubre toda la superficie de la piel. La erupción centrífuga se concentra en las extremidades distales, con menos lesiones en el tronco. La erupción centrípeta se concentra en el tronco, con menos lesiones en las extremidades. La erupción localizada alrededor de los genitales se refiere a una erupción concentrada alrededor de la piel de los genitales.",Seleccione el patrón de distribución más apropiado de la erupción cutánea en el día de la evaluación.,,
lesion_distoth,Especificar otra distribución de la erupción,,Esto se refiere al patrón de distribución de la erupción cutánea.,"Si es “Otro”, escriba el patrón de distribución de la erupción cutánea el día de la evaluación.",,
lesion_morph,Morfología de la erupción,"1, Lesiones mayoritariamente discretas | 2, Lesiones semiconfluentes | 3, Lesiones confluentes | 4, Morfología mixta | 99, Desconocido",Se refiere a la morfología predominante de la erupción cutánea. Las lesiones discretas se refieren a lesiones separadas y distintas que no están unidas entre sí. Las lesiones confluentes se refieren a lesiones que se unen o se extienden juntas.,Seleccionar la morfología más adecuada de la erupción cutánea el día de la evaluación.,,
lesion_morphsize,Tamaño de la erupción (piel): diámetro más ancho de cualquier lesión,"1, Menos de 0,5 cm | 2, 0,5-0,99 cm | 3, 1-1,99 cm | 4, 2+ cm","Se refiere al tamaño de la erupción cutánea, registrado como el diámetro más ancho de cualquier lesión en centímetros (cm).",Indique el diámetro más ancho de cualquier lesión cutánea medida en centímetros (cm) el día de la evaluación.,,
lesion_skinles,Estado actual de la lesión cutánea,"1, Hay lesiones cutáneas activas | 2, Hay lesiones cutáneas y ninguna de ellas está activa (lesiones en proceso de curación y resolución, incluidas lesiones con costras) | 3, Todas las lesiones cutáneas se han resuelto por completo (todas las costras se han caído con la piel intacta) | 4, No se han desarrollado lesiones cutáneas hasta la fecha","Se refiere al estado de las lesiones cutáneas. Las lesiones cutáneas activas se refieren a máculas (lesiones planas), pápulas (lesiones elevadas), vesículas (elevadas y llenas de líquido transparente) o pústulas (elevadas y llenas de pus, un líquido opaco) que pueden desarrollar una depresión en el centro (umbilicación) o ulcerarse. Las lesiones cutáneas que no están activas se refieren a aquellas que han comenzado a formar costras (secarse), en proceso de curación y resolución, para formar costras (que consisten en suero seco, sangre o pus). Las lesiones cutáneas que se han resuelto por completo se refieren a todas las costras que se han caído, dejando intacta la piel subyacente.",Indicar el estado dermatológico más adecuado de las lesiones cutáneas el día de la evaluación.,,
lesion_res,¿Existe evidencia residual de lesiones cutáneas resueltas (cicatrices/decoloración)?,"1, Sí | 0, No | 99, Desconocido","Se refiere a la presencia de secuelas secundarias a lesiones cutáneas resueltas o en proceso de resolución, es decir, lesiones que ya no están activas (incluidas las lesiones con costras y las lesiones en las que todas las costras se han caído con la piel intacta). Esto puede incluir cicatrices o decoloración.","Indique “Sí”, si hay evidencia residual de lesiones cutáneas resueltas el día de la evaluación.",,
lesion_mucos,Estado actual de la lesión de la mucosa,"1, Hay lesiones en las mucosas | 2, Hay antecedentes de lesiones en las mucosas pero ninguna en la actualidad (todas se han resuelto y la mucosa está curada) | 3, No se han desarrollado lesiones en las mucosas hasta la fecha","Se refiere a la presencia de afectación de las membranas mucosas, que incluyen el revestimiento del tracto digestivo, el tracto respiratorio y el tracto genitourinario.",Seleccione la opción más apropiada que represente el grado de afectación de la mucosa entre las 00:00 y las 24:00 del día de la evaluación.,,
lesion_orophar,Si hay lesiones mucosas: Síntomas o signos persistentes de lesiones orofaríngeas mucosas,"1, Sí | 0, No | 99, Desconocido","Se refiere a la presencia de afectación de la membrana mucosa en la cavidad orofaríngea, evidenciada por lesiones mucosas activas, eritema y cambios inflamatorios. Los síntomas pueden incluir dolor de garganta, ulceraciones dolorosas y dificultad o dolor al tragar.","Indique “Sí”, si el paciente presentó síntomas de lesiones orofaríngeas mucosas entre las 00:00 y las 24:00 horas del día de la evaluación.",,
lesion_pharyn,Si es así: Faringitis,"1, Sí | 0, No | 99, Desconocido","Se refiere al dolor de garganta, generalmente en presencia de inflamación de la garganta (faringe).","Indique “Sí”, si el paciente tiene diagnóstico de faringitis entre las 00:00 a 24:00 horas del día de la evaluación.",,
lesion_oropharles,En caso afirmativo: lesión ulcerada orofaríngea (activa),"1, Sí | 0, No | 99, Desconocido",Se refiere a lesiones mucosas ulceradas activas en el área entre el paladar blando y la porción superior de la epiglotis.,"Indique “Sí”, si existen lesiones activas que afecten esta zona entre las 00:00 y las 24:00 horas del día de la evaluación.",,
lesion_head,"¿Hay alguna lesión en la cabeza, cara o cuello?","1, Sí | 0, No | 99, Desconocido","Se refiere a la presencia de lesiones en la piel que afectan la cabeza, la cara o el cuello.","Indique “Sí”, si existen lesiones activas que afecten esta zona entre las 00:00 y las 24:00 horas del día de la evaluación.",,
lesion_headt,"En caso afirmativo: Tipo de lesiones en la cabeza, cara o cuello","1, Vesícula | 2, Pústula | 3, Lesiones ulceradas | 4, Lesiones necrosantes | 5, Lesiones fungosas | 6, Lesiones hemorrágicas | 88, Otras","Se refiere al tipo de lesiones cutáneas que afectan la cabeza, la cara o el cuello. La vesícula se refiere a una lesión elevada y llena de líquido transparente. La pústula se refiere a una lesión elevada y llena de pus, un líquido opaco. La lesión ulcerada se refiere a una lesión con ruptura de la piel. La lesión necrosante se refiere a una lesión con tejido necrótico (muerto). La lesión fungosa se refiere a una lesión de los tejidos subyacentes que está rompiendo la superficie de la piel.","Seleccione la opción más apropiada que represente el tipo de lesiones que afectan esta área, entre las 00:00 y las 24:00 del día de la evaluación.",,
lesion_heado,"Si es otro: especifique otro tipo de lesiones en la cabeza, cara o cuello",,"Se refiere al tipo de lesiones cutáneas que afectan la cabeza, la cara o el cuello.","Si es “Otro”, escriba el tipo de lesiones que afectaron esta área, entre las 00:00 y las 24:00 horas del día de la evaluación.",,
lesion_headnum,"Número de lesiones en la cabeza, cara o cuello",,"Se refiere al número de lesiones cutáneas que afectan la cabeza, la cara o el cuello.","Escriba el número de lesiones que afectan esta zona, entre las 00:00 y las 24:00 horas del día de la evaluación.",,
lesion_ocular,¿Existen lesiones oculares dentro de la órbita?,"1, Sí | 0, No | 99, Desconocido",Se refiere a la presencia de lesiones oculares.,"Indique “Sí”, si existen lesiones activas que afecten esta zona entre las 00:00 y las 24:00 horas del día de la evaluación.",,
lesion_oculart,En caso afirmativo: Tipo de lesiones oculares,"1, Vesícula | 2, Pústula | 3, Lesiones ulceradas | 4, Lesiones necrosantes | 5, Lesiones fungosas | 6, Lesiones hemorrágicas | 88, Otras","Esto se refiere al tipo de lesión ocular. Vesícula se refiere a una lesión elevada y llena de líquido transparente. Pústula se refiere a una lesión elevada y llena de pus, un líquido opaco. Lesión ulcerada se refiere a una lesión con ruptura en la piel. Lesión necrosante se refiere a una lesión con tejido necrótico (muerto). Lesión fungosa se refiere a una lesión de los tejidos subyacentes que está rompiendo la superficie de la piel.","Seleccione la opción más apropiada que represente el tipo de lesiones que afectan esta área, entre las 00:00 y las 24:00 del día de la evaluación.",,
lesion_ocularo,Si es otro: Especifique otro tipo de lesiones oculares,,Esto se refiere al tipo de lesión ocular.,"Si es “Otro”, escriba el tipo de lesiones que afectaron esta área, entre las 00:00 y las 24:00 horas del día de la evaluación.",,
lesion_ocularnum,Número de lesiones oculares,,Se refiere al número de lesiones oculares.,"Escriba el número de lesiones que afectan esta zona, entre las 00:00 y las 24:00 horas del día de la evaluación.",,
lesion_torso,¿Hay alguna lesión en el torso/tronco?,"1, Sí | 0, No | 99, Desconocido",Se refiere a la presencia de lesiones en la piel que afectan el torso/tronco.,"Indique “Sí”, si existen lesiones activas que afecten esta zona entre las 00:00 y las 24:00 horas del día de la evaluación.",,
lesion_torsot,En caso afirmativo: Tipo de lesiones en el torso/tronco,"1, Vesícula | 2, Pústula | 3, Lesiones ulceradas | 4, Lesiones necrosantes | 5, Lesiones fungosas | 6, Lesiones hemorrágicas | 88, Otras","Se refiere al tipo de lesiones cutáneas que afectan el torso o el tronco. La vesícula se refiere a una lesión elevada y llena de líquido transparente. La pústula se refiere a una lesión elevada y llena de pus, un líquido opaco. La lesión ulcerada se refiere a una lesión con ruptura de la piel. La lesión necrosante se refiere a una lesión con tejido necrótico (muerto). La lesión fungosa se refiere a una lesión de los tejidos subyacentes que está rompiendo la superficie de la piel.","Seleccione la opción más apropiada que represente el tipo de lesiones que afectan esta área, entre las 00:00 y las 24:00 del día de la evaluación.",,
lesion_torsoo,Si es otro: especifique otro tipo de lesiones en el torso/tronco,,Esto se refiere al tipo de lesiones cutáneas que afectan el torso/tronco.,"Si es “Otro”, escriba el tipo de lesiones que afectaron esta área, entre las 00:00 y las 24:00 horas del día de la evaluación.",,
lesion_torsonum,Número de lesiones en el torso/tronco,,Se refiere al número de lesiones cutáneas que afectan el torso/tronco.,"Escriba el número de lesiones que afectan esta zona, entre las 00:00 y las 24:00 horas del día de la evaluación.",,
lesion_arms,¿Hay alguna lesión en los brazos y/o manos?,"1, Sí | 0, No | 99, Desconocido",Se refiere a la presencia de lesiones en la piel que afectan los brazos y/o las manos.,"Indique “Sí”, si existen lesiones activas que afecten esta zona entre las 00:00 y las 24:00 horas del día de la evaluación.",,
lesion_armst,En caso afirmativo: Tipo de lesiones en brazos/manos,"1, Vesícula | 2, Pústula | 3, Lesiones ulceradas | 4, Lesiones necrosantes | 5, Lesiones fungosas | 6, Lesiones hemorrágicas | 88, Otras","Se refiere al tipo de lesiones cutáneas que afectan los brazos o las manos. La vesícula se refiere a una lesión elevada y llena de líquido transparente. La pústula se refiere a una lesión elevada y llena de pus, un líquido opaco. La lesión ulcerada se refiere a una lesión con una ruptura en la piel. La lesión necrosante se refiere a una lesión con tejido necrótico (muerto). La lesión fungosa se refiere a una lesión de los tejidos subyacentes que está rompiendo la superficie de la piel.","Seleccione la opción más apropiada que represente el tipo de lesiones que afectan esta área, entre las 00:00 y las 24:00 del día de la evaluación.",,
lesion_armso,Si es otro: Especifique otro tipo de lesiones en brazos/manos,,Esto se refiere al tipo de lesiones cutáneas que afectan los brazos y/o las manos.,"Si es “Otro”, escriba el tipo de lesiones que afectaron esta área, entre las 00:00 y las 24:00 horas del día de la evaluación.",,
lesion_armsnum,Número de lesiones en brazos/manos,,Se refiere al número de lesiones cutáneas que afectan los brazos y/o las manos.,"Escriba el número de lesiones que afectan esta zona, entre las 00:00 y las 24:00 horas del día de la evaluación.",,
lesion_legs,¿Hay alguna lesión en las piernas y/o pies?,"1, Sí | 0, No | 99, Desconocido",Se refiere a la presencia de lesiones en la piel que afectan las piernas y/o los pies.,"Indique “Sí”, si existen lesiones activas que afecten esta zona entre las 00:00 y las 24:00 horas del día de la evaluación.",,
lesion_legst,En caso afirmativo: Tipo de lesiones en piernas/pies,"1, Vesícula | 2, Pústula | 3, Lesiones ulceradas | 4, Lesiones necrosantes | 5, Lesiones fungosas | 6, Lesiones hemorrágicas | 88, Otras","Se refiere al tipo de lesiones cutáneas que afectan las piernas o los pies. La vesícula se refiere a una lesión elevada y llena de líquido transparente. La pústula se refiere a una lesión elevada y llena de pus, un líquido opaco. La lesión ulcerada se refiere a una lesión con ruptura de la piel. La lesión necrosante se refiere a una lesión con tejido necrótico (muerto). La lesión fungosa se refiere a una lesión de los tejidos subyacentes que está rompiendo la superficie de la piel.","Seleccione la opción más apropiada que represente el tipo de lesiones que afectan esta área, entre las 00:00 y las 24:00 del día de la evaluación.",,
lesion_legso,Si es otro: Especifique otro tipo de lesiones en piernas/pies,,Se refiere al tipo de lesiones cutáneas que afectan las piernas y/o los pies.,"Si es “Otro”, escriba el tipo de lesiones que afectaron esta área, entre las 00:00 y las 24:00 horas del día de la evaluación.",,
lesion_legsnum,Número de lesiones en piernas/pies,,Se refiere al número de lesiones cutáneas que afectan las piernas y/o los pies.,"Escriba el número de lesiones que afectan esta zona, entre las 00:00 y las 24:00 horas del día de la evaluación.",,
lesion_palm,¿Hay alguna lesión en las palmas?,"1, Sí | 0, No | 99, Desconocido",Se refiere a la presencia de lesiones en la piel que afectan las palmas.,"Indique “Sí”, si existen lesiones activas que afecten esta zona entre las 00:00 y las 24:00 horas del día de la evaluación.",,
lesion_palmt,En caso afirmativo: Tipo de lesiones en la palma,"1, Vesícula | 2, Pústula | 3, Lesiones ulceradas | 4, Lesiones necrosantes | 5, Lesiones fungosas | 6, Lesiones hemorrágicas | 88, Otras","Se refiere al tipo de lesiones cutáneas que afectan las palmas de las manos. La vesícula se refiere a una lesión elevada y llena de líquido transparente. La pústula se refiere a una lesión elevada y llena de pus, un líquido opaco. La lesión ulcerada se refiere a una lesión con ruptura de la piel. La lesión necrosante se refiere a una lesión con tejido necrótico (muerto). La lesión fungosa se refiere a una lesión de los tejidos subyacentes que está rompiendo la superficie de la piel.","Seleccione la opción más apropiada que represente el tipo de lesiones que afectan esta área, entre las 00:00 y las 24:00 del día de la evaluación.",,
lesion_palmo,Si es otro: especifique otro tipo de lesiones en la palma,,Esto se refiere al tipo de lesiones cutáneas que afectan las palmas.,"Si es “Otro”, escriba el tipo de lesiones que afectaron esta área, entre las 00:00 y las 24:00 horas del día de la evaluación.",,
lesion_palmnum,Número de lesiones en la palma,,Se refiere al número de lesiones cutáneas que afectan las palmas.,"Escriba el número de lesiones que afectan esta zona, entre las 00:00 y las 24:00 horas del día de la evaluación.",,
lesion_sole,¿Hay alguna lesión en las plantas de los pies?,"1, Sí | 0, No | 99, Desconocido",Se refiere a la presencia de lesiones en la piel que afectan las plantas de los pies.,"Indique “Sí”, si existen lesiones activas que afecten esta zona entre las 00:00 y las 24:00 horas del día de la evaluación.",,
