Form,Section,Variable,Type,Question,Answer Options,Validation,Minimum,Maximum,List,Skip Logic,Body System,Definition,Completion Guideline,Standardized Term Codelist,Standardized Term Code,Metathesaurus,Identifier,Research Category,preset_ARChetype Disease CRF_Covid,preset_ARChetype Disease CRF_H5Nx,preset_ARChetype Disease CRF_Dengue,preset_ARChetype Disease CRF_Mpox,preset_ARChetype Disease CRF_Mpox Pregnancy and Paediatric,preset_ARChetype Syndromic CRF_ARI,preset_ARChetype Syndromic CRF_VHF,preset_Score_CharlsonCI,preset_Score_mSOFA,preset_Score_mSOFA_Dengue,preset_Recommended Outcomes_Dengue,preset_Populations_Paediatric,preset_Populations_Pregnancy
daily,SIGNS: Record the clinical findings observed between 00:00 and 24:00 on the day of assessment,sign_conjunctiv,radio,Conjunctivitis,"1, Yes | 0, No | 99, Unknown",,,,,[sign_dailydata]='1',Ocular,Defined as inflammation of the conjunctiva,"Indicate 'Yes', if the patient experienced this between 00:00 to 24:00 on day of assessment.",SNOMED,SNOMED,"C4011653, Conjunctivitis",,clinical_features,1,,,,1,1,,,,,,,
daily,SIGNS: Record the clinical findings observed between 00:00 and 24:00 on the day of assessment,sign_keratitis,radio,Keratitis,"1, Yes | 0, No | 99, Unknown",,,,,[sign_dailydata]='1',Ocular,This refers to inflammation of the cornea of the eye.,"Indicate 'Yes', if the patient experienced this between 00:00 to 24:00 on day of assessment.",,,,,clinical_features,,,,,1,,,,,,,,
daily,SIGNS: Record the clinical findings observed between 00:00 and 24:00 on the day of assessment,sign_newvision,radio,Newly reduced visual acuity,"1, Yes | 0, No | 99, Unknown",,,,,[sign_dailydata]='1',Ocular,Defined as decreased clarity or sharpness of vision.,"Indicate 'Yes', if the patient experienced this between 00:00 to 24:00 on day of assessment.",SNOMED,SNOMED,,,clinical_features,,1,,,,1,,,,,,,
daily,SIGNS: Record the clinical findings observed between 00:00 and 24:00 on the day of assessment,sign_sunkeyes,radio,Sunken eyes,"1, Yes | 0, No | 99, Unknown",,,,,[sign_dailydata]='1',Ocular,,"Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",,,,,clinical_features,,,,,,,1,,,,,,
daily,SIGNS: Record the clinical findings observed between 00:00 and 24:00 on the day of assessment,sign_ocularoth,radio,Other opthalmological signs,"1, Yes | 0, No | 99, Unknown",,,,,[sign_dailydata]='1',Ocular,"This refers to other signs and symptoms relating to the eye, not specified above.","Indicate 'Yes', if the patient experienced this between 00:00 to 24:00 on day of assessment.",,,,,,,,,,1,,,,,,,,
daily,SIGNS: Record the clinical findings observed between 00:00 and 24:00 on the day of assessment,sign_ocularoth_spec,text,Specify other opthalmological signs,,,,,,[sign_dailydata]='1',Ocular,"This refers to other signs and symptoms relating to the eye, not specified above.","If 'Yes', specify other opthalmological signs and symptoms ",,,,,,,,,,1,,,,,,,,
daily,SIGNS: Record the clinical findings observed between 00:00 and 24:00 on the day of assessment,sign_paed,descriptive,Paediatric-specific signs,,,,,,[daily_arm_1][sign_dailydata] = '1' and [initial_assessment_arm_1][demog_calcage]<=1825,Paediatric,,,,,,,,,,,,1,,,,,,,1,
daily,SIGNS: Record the clinical findings observed between 00:00 and 24:00 on the day of assessment,sign_nasalflar,radio,Nasal flaring,"1, Yes | 0, No | 99, Unknown",,,,,[daily_arm_1][sign_dailydata] = '1' and [initial_assessment_arm_1][demog_calcage]<=1825,Paediatric,,,,,,,,,,,,1,,,,,,,1,
daily,SIGNS: Record the clinical findings observed between 00:00 and 24:00 on the day of assessment,sign_grunt,radio,Grunting,"1, Yes | 0, No | 99, Unknown",,,,,[daily_arm_1][sign_dailydata] = '1' and [initial_assessment_arm_1][demog_calcage]<=1825,Paediatric,,,,,,,,,,,,1,,,,,,,1,
daily,SIGNS: Record the clinical findings observed between 00:00 and 24:00 on the day of assessment,sign_ftt,radio,Failure to thrive,"1, Yes | 0, No | 99, Unknown",,,,,"[daily_arm_1][sign_dailydata] = '1' and 
[initial_assessment_arm_1][demog_calcage]<=28",Paediatric,,,,,,,,,,,,,,,,,,,,
daily,SIGNS: Record the clinical findings observed between 00:00 and 24:00 on the day of assessment,sign_hypotonia,radio,Decreased tone / hypotonia,"1, Yes | 0, No | 99, Unknown",,,,,"[daily_arm_1][sign_dailydata] = '1' and 
[initial_assessment_arm_1][demog_calcage]<=28",Paediatric,,,,,,,,,,,,,,,,,,,,
daily,SIGNS: Record the clinical findings observed between 00:00 and 24:00 on the day of assessment,sign_bulgefont,radio,Bulging fontanelle,"1, Yes | 0, No | 99, Unknown",,,,,"[daily_arm_1][sign_dailydata] = '1' and 
[initial_assessment_arm_1][demog_calcage]<=28",Paediatric,,,,,,,,,,,,,,,,,,,,
daily,SIGNS: Record the clinical findings observed between 00:00 and 24:00 on the day of assessment,sign_otherdesc,descriptive,Other  signs,,,,,,[sign_dailydata]='1',Other,,,,,,,,,1,,1,1,1,,,,,,,
daily,SIGNS: Record the clinical findings observed between 00:00 and 24:00 on the day of assessment,sign_unlisted,list,Other sign(s),"1, Yes | 0, No | 99, Unknown",,,,conditions_Symptoms,[sign_dailydata]='1',Other,This refers the presence of an alternative sign(s) or symptom(s) not listed above.,"Indicate 'Yes', if the patient has experienced another sign or symptom not listed above between 00:00 to 24:00 on day of assessment.",,,,,clinical_features,1,1,,1,1,1,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_dailydata,radio,Enter Skin and Mucosa Assessment data for this date?,"1, Yes | 0, No",,,,,,,The following questions pertain to clinical inspection of skin lesions. Data recorded in this section should detail the conditions present on the date of assessment. This section should be completed for date of admission and any subsequent day as per the local protocol.,"Indicate 'Yes', to enter information pertaining to clinical inspection of skin lesions on the day of assessment.",,,,,clinical_features,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_dist,radio,Rash distribution,"1, Generalised | 2, Localised around the genitals | 3, Centrifugal-more on the extremities | 4, Centripetal-more on the trunk | 88, Other distribution | 99, Unknown distribution",,,,,[lesion_dailydata]='1',Skin,"This refers to the pattern of distribution of the skin rash. Generalised rash refers to a widespread rash covering the entire surface of the skin. Centrifugal rash is concentrated on the distal extremities, with fewer lesions on the trunk. Centripetal rash is concentrated on the trunk, with fewer lesions on the extremities. Localised around the genitals refers to a rash concentrated around the skin on the genitals. ",Select the most appropriate pattern of distribution of the skin rash on the day of assessment. ,,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_distoth,text,Specify other rash distribution,,,,,,[lesion_dist]='88',Skin,This refers to the pattern of distribution of the skin rash. ,"If 'Other', write the pattern of distribution of the skin rash on the day of assessment. ",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_morph,radio,Rash morphology,"1, Mostly discrete lesions | 2, Semi-confluent lesions | 3, Confluent lesions | 4, Mixed morphology | 99, Unknown",,,,,[lesion_dailydata]='1',Skin,"This refers to the predominant morphology of the skin rash. Discrete lesions refer to separate, distinct lesions that are not joined to one another. Confluent lesions refer to lesions that are joining or running together.",Select the most appropriate morphology of the skin rash on the day of assessment. ,,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_morphsize,radio,Rash size (skin) - widest diameter of any lesion,"1, Less than 0.5cm | 2, 0.5-0.99cm | 3, 1-1.99cm | 4, 2+ cm",,,,,[lesion_dailydata]='1',Skin,"This refers to the size of the skin rash, recorded as the widest diameter of any lesion in centimetres (cm).",Indicate the widest diameter of any skin lesion measured in centimetres (cm) on the day of assessment.,,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_skinles,radio,Current skin lesion status,"1, There are active skin lesions | 2, There are skin lesions and none of them are active (lesions in the process of healing & resolving, including scabbed lesions) | 3, All skin lesions have completely resolved (all scabs have fallen off with intact skin) | 4, No skin lesions have developed to date",,,,,[lesion_dailydata]='1',Skin,"This refers to the status of the skin lesions. Active skin lesions refer to macules (flat lesions), papules (raised lesions), vesicles (raised and filled with clear fluid) or pustules (raised and filed with pus, an opaque fluid) which can develop a depression in the centre (umbilication) or ulcerate. Skin lesions which are not active refer to those which have begun to crust (dry) over, in the process of healing & resolving, to form scabs (consisting of dried serum, blood, or pus). Skin lesions which have completely resolved refer to all scabs having fallen off, leaving intact underlying skin. ",Indicate the most appropriate dermatological status of the skin lesions on the day of assessment. ,,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_res,radio,Is there residual evidence of resolved skin lesions (scar/discolouration)?,"1, Yes | 0, No | 99, Unknown",,,,,[lesion_skinles]='2' or [lesion_skinles]='3' or [lesion_skinles]='4',,This refers to the presence of sequalae secondary to resolved or resolving skin lesions i.e. lesions that are no longer active (including scabbed lesions and lesions where all scabs have fallen off with intact skin). This can include scars or discoloration.,"Indicate 'Yes', if there is residual evidence of resolved skin lesions on the day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_mucos,radio,Current mucosal lesion status,"1, There are mucosal lesions | 2, There is a history of mucosal lesions but none at present (all have resolved and mucosa is healed) | 3, No mucosal lesions have developed to date",,,,,[lesion_dailydata]='1',,"This refers to the presence of mucosal membrane involvement. It includes the lining of the digestive tract, respiratory tract and genitourinary tract.",Select the single most appropriate option that represents the extent of mucosal involvement between 00:00 to 24:00 on day of assessment.,,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_orophar,radio,If there are mucosal lesions: Persistent symptoms or signs of mucosal oropharyngeal lesions,"1, Yes | 0, No | 99, Unknown",,,,,[lesion_mucos]='1',,"This refers to the presence of mucosal membrane involvement in the oropharyngeal cavity, as evidenced by active mucosal lesions, erythema, inflammatory changes. Symptoms may include sore throat, painful ulcerations, painful or difficult swallowing.","Indicate 'Yes', if the patient had symptoms of mucosal oropharyngeal lesions between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_oropharles,radio,Oro-pharyngeal ulcerated lesion (active),"1, Yes | 0, No | 99, Unknown",,,,,[lesion_orophar]='1',,This refers to active ulcerated mucosal lesions in the area between the soft palate and the upper portion of the epiglottis.,"Indicate 'Yes', if there are active lesions involving this area between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_head,radio,"Are there any lesions on the head, face or neck?","1, Yes | 0, No | 99, Unknown",,,,,[lesion_skinles]='1',,"This refers to presence of skin lesions involving the head, face or neck.","Indicate 'Yes', if there are active lesions involving this area between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_head_type,checkbox,"Type of head, face or neck lesions","1, Vesicle | 2, Pustule | 3, Ulcerated lesions | 4, Necrotising lesions | 5, Fungating lesions | 6, Haemorrhagic lesions | 88, Other",,,,,[lesion_head]='1',,"This refers to the type of skin lesions involving the head, face or neck. Vesicle refers to raised lesion and filled with clear fluid. Pustule refers to raised lesion and filed with pus, an opaque fluid. Ulcerated lesion refers to a lesion with break in the skin. Necrotising lesion refers to a lesion with necrotic (dead) tissue. Fungating lesion refers to a lesion from underlying tissues which is breaking through the skin's surface. ","Select the single most appropriate option that represents the type of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_head_type_oth,text,"Specify other type of head, face or neck lesions",,,,,,[lesion_head_type(88)]='1',,"This refers to the type of skin lesions involving the head, face or neck.","If 'Other'. Write the type of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_head_num,text,"Number of head, face or neck lesions",,,,,,[lesion_head]='1',,"This refers to the number of skin lesions involving the head, face or neck.","Write the number of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_ocular,radio,Are there any ocular lesions within the orbit?,"1, Yes | 0, No | 99, Unknown",,,,,[lesion_skinles]='1',Ocular,This refers to the presence of ocular lesions. ,"Indicate 'Yes', if there are active lesions involving this area between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_ocular_type,checkbox,Type of ocular lesions,"1, Vesicle | 2, Pustule | 3, Ulcerated lesions | 4, Necrotising lesions | 5, Fungating lesions | 6, Haemorrhagic lesions | 88, Other",,,,,[lesion_ocular]='1',Ocular,"This refers to the type of ocular lesion. Vesicle refers to raised lesion and filled with clear fluid. Pustule refers to raised lesion and filed with pus, an opaque fluid. Ulcerated lesion refers to a lesion with break in the skin. Necrotising lesion refers to a lesion with necrotic (dead) tissue. Fungating lesion refers to a lesion from underlying tissues which is breaking through the skin's surface. ","Select the single most appropriate option that represents the type of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_ocular_type_oth,text,Specify other type of ocular lesions,,,,,,[lesion_ocular_type(88)]='1',Ocular,This refers to the type of ocular lesion. ,"If 'Other'. Write the type of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_ocular_num,text,Number of ocular lesions,,,,,,[lesion_ocular]='1',Ocular,This refers to the number of ocular lesions.,"Write the number of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_torso,radio,Are there any lesions on the torso / trunk?,"1, Yes | 0, No | 99, Unknown",,,,,[lesion_skinles]='1',Skin,This refers to presence of skin lesions involving the torso / trunk.,"Indicate 'Yes', if there are active lesions involving this area between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_torso_type,checkbox,Type of torso / trunk lesions,"1, Vesicle | 2, Pustule | 3, Ulcerated lesions | 4, Necrotising lesions | 5, Fungating lesions | 6, Haemorrhagic lesions | 88, Other",,,,,[lesion_torso]='1',Skin,"This refers to the type of skin lesions involving the torso / trunk. Vesicle refers to raised lesion and filled with clear fluid. Pustule refers to raised lesion and filed with pus, an opaque fluid. Ulcerated lesion refers to a lesion with break in the skin. Necrotising lesion refers to a lesion with necrotic (dead) tissue. Fungating lesion refers to a lesion from underlying tissues which is breaking through the skin's surface. ","Select the single most appropriate option that represents the type of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_torso_type_oth,text,Specify other type of torso / trunk lesions,,,,,,[lesion_torso_type(88)]='1',Skin,This refers to the type of skin lesions involving the torso / trunk. ,"If 'Other'. Write the type of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_torso_num,text,Number of torso / trunk lesions,,,,,,[lesion_torso]='1',Skin,This refers to the number of skin lesions involving the torso / trunk.,"Write the number of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_arms,radio,Are there any lesions on the arms and/or hands?,"1, Yes | 0, No | 99, Unknown",,,,,[lesion_skinles]='1',Skin,This refers to presence of skin lesions involving the arms and/or hands.,"Indicate 'Yes', if there are active lesions involving this area between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_arms_type,checkbox,Type of arms / hands lesions,"1, Vesicle | 2, Pustule | 3, Ulcerated lesions | 4, Necrotising lesions | 5, Fungating lesions | 6, Haemorrhagic lesions | 88, Other",,,,,[lesion_arms]='1',Skin,"This refers to the type of skin lesions involving the arms and/or hands. Vesicle refers to raised lesion and filled with clear fluid. Pustule refers to raised lesion and filed with pus, an opaque fluid. Ulcerated lesion refers to a lesion with break in the skin. Necrotising lesion refers to a lesion with necrotic (dead) tissue. Fungating lesion refers to a lesion from underlying tissues which is breaking through the skin's surface. ","Select the single most appropriate option that represents the type of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_arms_type_oth,text,Specify other type of arms / hands lesions,,,,,,[lesion_arms_type(88)]='1',Skin,This refers to the type of skin lesions involving the arms and/or hands. ,"If 'Other'. Write the type of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_arms_num,text,Number of arms / hands lesions,,,,,,[lesion_arms]='1',Skin,This refers to the number of skin lesions involving the arms and/or hands.,"Write the number of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_legs,radio,Are there any lesions on the legs and/or feet?,"1, Yes | 0, No | 99, Unknown",,,,,[lesion_skinles]='1',Skin,This refers to presence of skin lesions involving the legs and/or feet.,"Indicate 'Yes', if there are active lesions involving this area between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_legs_type,checkbox,Type of legs / feet lesions,"1, Vesicle | 2, Pustule | 3, Ulcerated lesions | 4, Necrotising lesions | 5, Fungating lesions | 6, Haemorrhagic lesions | 88, Other",,,,,[lesion_legs]='1',Skin,"This refers to the type of skin lesions involving the legs and/or feet. Vesicle refers to raised lesion and filled with clear fluid. Pustule refers to raised lesion and filed with pus, an opaque fluid. Ulcerated lesion refers to a lesion with break in the skin. Necrotising lesion refers to a lesion with necrotic (dead) tissue. Fungating lesion refers to a lesion from underlying tissues which is breaking through the skin's surface. ","Select the single most appropriate option that represents the type of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_legs_type_oth,text,Specify other type of legs / feet lesions,,,,,,[lesion_legs_type(88)]='1',Skin,This refers to the type of skin lesions involving the legs and/or feet. ,"If 'Other'. Write the type of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_legs_num,text,Number of legs / feet lesions,,,,,,[lesion_legs]='1',Skin,This refers to the number of skin lesions involving the legs and/or feet.,"Write the number of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_palm,radio,Are there any lesions on the palms?,"1, Yes | 0, No | 99, Unknown",,,,,[lesion_skinles]='1',Skin,This refers to presence of skin lesions involving the palms.,"Indicate 'Yes', if there are active lesions involving this area between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_palm_type,checkbox,Type of palm lesions,"1, Vesicle | 2, Pustule | 3, Ulcerated lesions | 4, Necrotising lesions | 5, Fungating lesions | 6, Haemorrhagic lesions | 88, Other",,,,,[lesion_palm]='1',Skin,"This refers to the type of skin lesions involving the palms. Vesicle refers to raised lesion and filled with clear fluid. Pustule refers to raised lesion and filed with pus, an opaque fluid. Ulcerated lesion refers to a lesion with break in the skin. Necrotising lesion refers to a lesion with necrotic (dead) tissue. Fungating lesion refers to a lesion from underlying tissues which is breaking through the skin's surface. ","Select the single most appropriate option that represents the type of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_palm_type_oth,text,If other: Specify other type of palm lesions,,,,,,[lesion_palm_type(88)]='1',Skin,This refers to the type of skin lesions involving the palms. ,"If 'Other'. Write the type of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_palm_num,text,Number of palm lesions,,,,,,[lesion_palm]='1',Skin,This refers to the number of skin lesions involving the palms.,"Write the number of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_sole,radio,Are there any lesions on the soles?,"1, Yes | 0, No | 99, Unknown",,,,,[lesion_skinles]='1',Skin,This refers to presence of skin lesions involving the soles.,"Indicate 'Yes', if there are active lesions involving this area between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_sole_type,checkbox,Type of sole lesions,"1, Vesicle | 2, Pustule | 3, Ulcerated lesions | 4, Necrotising lesions | 5, Fungating lesions | 6, Haemorrhagic lesions | 88, Other",,,,,[lesion_sole]='1',Skin,"This refers to the type of skin lesions involving the soles. Vesicle refers to raised lesion and filled with clear fluid. Pustule refers to raised lesion and filed with pus, an opaque fluid. Ulcerated lesion refers to a lesion with break in the skin. Necrotising lesion refers to a lesion with necrotic (dead) tissue. Fungating lesion refers to a lesion from underlying tissues which is breaking through the skin's surface. ","Select the single most appropriate option that represents the type of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_sole_oth,text,If other: Specify other type of sole lesions,,,,,,[lesion_sole_type(88)]='1',Skin,This refers to the type of skin lesions involving the soles. ,"If 'Other'. Write the type of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_sole_num,text,Number of sole lesions,,,,,,[lesion_sole]='1',Skin,This refers to the number of involving the soles.,"Write the number of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_genit,radio,Are there any lesions on the external genitalia?,"1, Yes | 0, No | 99, Unknown",,,,,[lesion_skinles]='1',Skin,This refers to presence of skin lesions involving the external genitalia.,"Indicate 'Yes', if there are active lesions involving this area between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_genit_type,checkbox,Type of external genitalia lesions,"1, Vesicle | 2, Pustule | 3, Ulcerated lesions | 4, Necrotising lesions | 5, Fungating lesions | 6, Haemorrhagic lesions | 88, Other",,,,,[lesion_genit]='1',Skin,"This refers to the type of skin lesions involving the external genitalia. Vesicle refers to raised lesion and filled with clear fluid. Pustule refers to raised lesion and filed with pus, an opaque fluid. Ulcerated lesion refers to a lesion with break in the skin. Necrotising lesion refers to a lesion with necrotic (dead) tissue. Fungating lesion refers to a lesion from underlying tissues which is breaking through the skin's surface. ","Select the single most appropriate option that represents the type of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_genit_type_oth,text,If other: Specify other type of external genitalia lesions,,,,,,[lesion_genit_type(88)]='1',Skin,This refers to the type of skin lesions involving the external genitalia. ,"If 'Other'. Write the type of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_genit_num,text,Number of external genitalia lesions,,,,,,[lesion_genit]='1',Skin,This refers to the number of involving the external genitalia.,"Write the number of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_peri,radio,Are there any perianal lesions?,"1, Yes | 0, No | 99, Unknown",,,,,[lesion_skinles]='1',Skin,This refers to presence of skin lesions involving the perianal region.,"Indicate 'Yes', if there are active lesions involving this area between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_peri_type,checkbox,Type of perianal lesions,"1, Vesicle | 2, Pustule | 3, Ulcerated lesions | 4, Necrotising lesions | 5, Fungating lesions | 6, Haemorrhagic lesions | 88, Other",,,,,[lesion_peri]='1',Skin,"This refers to the type of skin lesions involving the perianal region. Vesicle refers to raised lesion and filled with clear fluid. Pustule refers to raised lesion and filed with pus, an opaque fluid. Ulcerated lesion refers to a lesion with break in the skin. Necrotising lesion refers to a lesion with necrotic (dead) tissue. Fungating lesion refers to a lesion from underlying tissues which is breaking through the skin's surface. ","Select the single most appropriate option that represents the type of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
daily,SKIN & MUCOSA ASSESSMENT: Record the information furthest from normal between 00:00 to 24:00 on day of assessment.,lesion_peri_type_oth,text,Specify other type of perianal lesions,,,,,,[lesion_peri_type(88)]='1',Skin,This refers to the type of skin lesions involving the perianal region. ,"If 'Other'. Write the type of lesions involving this area, between 00:00 to 24:00 on day of assessment.",,,,,,,,,1,1,,,,,,,,
