Variable,Question,Answer Options,Definition,Completion Guideline,Language Speaker Reviewed,Clinical Language Speaker Reviewed
sympt_confusion,Altération de la conscience / confusion,"1, Oui | 0, Non | 99, Inconnu",Défini comme un niveau de conscience ou d’éveil autre que le niveau de base normal du patient.,Indiquez « Oui » si le patient a ressenti cela entre 00h00 et 24h00 le jour de l’évaluation.,,
sympt_neurodist,Trouble psychologique,"1, Oui | 0, Non | 99, Inconnu","Il s'agit de la présence de signes ou de symptômes qui affectent les pensées, les émotions, les comportements ou le bien-être mental d'un individu. La présence de troubles psychologiques doit être identifiée au moyen d'un examen de l'état mental (ESM) ou d'un outil équivalent.",Indiquez « Oui » si le patient a ressenti cela entre 00h00 et 24h00 le jour de l’évaluation.,,
sympt_ocular,Affections oculaires,"1, Oui | 0, Non | 99, Inconnu","Il s'agit de troubles ou de problèmes qui surviennent au niveau de l'œil ou de ses structures associées. Il peut s'agir de plaintes concernant un œil rouge ou qui démange, ou de troubles visuels.",Indiquez « Oui » si le patient a ressenti cela entre 00h00 et 24h00 le jour de l’évaluation.,,
sympt_ocularspec,Si oui : préciser les plaintes oculaires,"1, Yeux rouges | 2, Démangeaisons oculaires | 3, Douleur oculaire | 4, Troubles visuels | 88, Autre","Il s'agit de problèmes qui surviennent au niveau de l'œil ou de ses structures associées. L'œil rouge désigne toute affection caractérisée par une dilatation des vaisseaux sanguins conjonctivaux ou ciliaires, typique d'une irritation et d'une infection. Les démangeaisons oculaires ou le prurit oculaire désignent une sensation qui donne envie à une personne de se gratter, dans ce cas, la sensation de démangeaison anormalement accrue se situe dans la région de l'œil. La douleur oculaire désigne une sensation désagréable caractérisée par un inconfort physique (comme des picotements, des pulsations ou des douleurs) localisée à l'œil. Les troubles visuels désignent une interférence avec la vision normale sans nécessairement affecter l'acuité visuelle.",Sélectionnez la ou les options les plus appropriées correspondant à la ou aux plaintes oculaires.,,
sympt_ocularoth,Si autre : préciser autre plainte oculaire,,Ceci fait référence à d’autres plaintes oculaires non spécifiées ci-dessus.,"Si « Autre », indiquez les plaintes oculaires.",,
sympt_itchyeye,Démangeaisons oculaires,"1, Oui | 0, Non | 99, Inconnu",Défini comme une démangeaison d’un ou des deux yeux.,"Indiquez « Oui » si le patient a présenté une autre anomalie neurologique non mentionnée ci-dessus, entre 00h00 et 24h00 le jour de l’évaluation.",,
sympt_redeye,Yeux rouges / roses,"1, Oui | 0, Non | 99, Inconnu","Défini comme une inflammation ou une infection de la conjonctive, caractérisée par une rougeur dans un ou les deux yeux.","Indiquez « Oui » si le patient a présenté une autre anomalie neurologique non mentionnée ci-dessus, entre 00h00 et 24h00 le jour de l’évaluation.",,
sympt_conjunhemor,Hémorragie conjonctivale,"1, Oui | 0, Non | 99, Inconnu","Défini comme l’accumulation de sang sous la conjonctive, se présentant comme une tache rouge vif ou foncée dans l’œil.","Indiquez « Oui » si le patient a présenté une autre anomalie neurologique non mentionnée ci-dessus, entre 00h00 et 24h00 le jour de l’évaluation.",,
sympt_paineyes,Douleur dans l'œil,"1, Oui | 0, Non | 99, Inconnu",Défini comme une gêne ou une douleur localisée dans ou autour de la zone oculaire.,"Indiquez « Oui » si le patient a présenté une autre anomalie neurologique non mentionnée ci-dessus, entre 00h00 et 24h00 le jour de l’évaluation.",,
sympt_eyelidedema,Œdème de la paupière,"1, Oui | 0, Non | 99, Inconnu",Défini comme un gonflement dû à une accumulation de liquide dans les tissus de la paupière.,"Indiquez « Oui » si le patient a présenté une autre anomalie neurologique non mentionnée ci-dessus, entre 00h00 et 24h00 le jour de l’évaluation.",,
sympt_eyedischarg,Écoulement oculaire,"1, Oui | 0, Non | 99, Inconnu","Défini comme la libération de liquides allant du clair au pus par l'œil, souvent révélateur d'une infection ou d'une irritation.","Indiquez « Oui » si le patient a présenté une autre anomalie neurologique non mentionnée ci-dessus, entre 00h00 et 24h00 le jour de l’évaluation.",,
sympt_hazyvision,Vision trouble / floue,"1, Oui | 0, Non | 99, Inconnu","Défini comme une perte d’acuité visuelle, entraînant une vision floue ou déformée.","Indiquez « Oui » si le patient a présenté une autre anomalie neurologique non mentionnée ci-dessus, entre 00h00 et 24h00 le jour de l’évaluation.",,
sympt_eyelightsensi,Sensibilité de l'œil à la lumière,"1, Oui | 0, Non | 99, Inconnu","Défini comme une intolérance anormale à la lumière, provoquant une gêne ou une douleur dans les yeux lorsqu'ils sont exposés à une lumière vive.","Indiquez « Oui » si le patient a présenté une autre anomalie neurologique non mentionnée ci-dessus, entre 00h00 et 24h00 le jour de l’évaluation.",,
sympt_newvision,Acuité visuelle récemment réduite,"1, Oui | 0, Non | 99, Inconnu",Défini comme une diminution de la clarté ou de la netteté de la vision.,"Indiquez « Oui » si le patient a présenté une autre anomalie neurologique non mentionnée ci-dessus, entre 00h00 et 24h00 le jour de l’évaluation.",,
sympt_unlisted,Autre(s) signe(s) ou symptôme(s),"1, Oui | 0, Non | 99, Inconnu",Il s’agit de la présence d’un ou de plusieurs signes ou symptômes alternatifs non mentionnés ci-dessus.,Indiquez « Oui » si le patient a présenté un autre signe ou symptôme non mentionné ci-dessus entre 00h00 et 24h00 le jour de l’évaluation.,,
daily_datalesion,Saisir les données d’évaluation de la peau et des muqueuses pour cette date ?,"1, Oui | 0, Non",Les questions suivantes concernent l'inspection clinique des lésions cutanées. Les données enregistrées dans cette section doivent détailler les conditions présentes à la date de l'évaluation. Cette section doit être complétée pour la date d'admission et tout jour ultérieur conformément au protocole local.,Indiquez « Oui » pour saisir les informations relatives à l’inspection clinique des lésions cutanées le jour de l’évaluation.,,
lesion_dist,Répartition des éruptions cutanées,"1, Généralisée | 2, Localisée autour des organes génitaux | 3, Centrifuge - davantage sur les extrémités | 4, Centripète - davantage sur le tronc | 88, Autre distribution | 99, Distribution inconnue","Il s'agit du schéma de distribution de l'éruption cutanée. Une éruption généralisée fait référence à une éruption généralisée couvrant toute la surface de la peau. Une éruption centrifuge est concentrée sur les extrémités distales, avec moins de lésions sur le tronc. Une éruption centripète est concentrée sur le tronc, avec moins de lésions sur les extrémités. Une éruption localisée autour des organes génitaux fait référence à une éruption concentrée autour de la peau des organes génitaux.",Sélectionnez le modèle de distribution le plus approprié de l’éruption cutanée le jour de l’évaluation.,,
lesion_distoth,Spécifier une autre distribution d'éruption cutanée,,Cela fait référence au modèle de distribution de l’éruption cutanée.,"Si « Autre », indiquez le schéma de répartition de l’éruption cutanée le jour de l’évaluation.",,
lesion_morph,Morphologie de l'éruption cutanée,"1, Lésions majoritairement discrètes | 2, Lésions semi-confluentes | 3, Lésions confluentes | 4, Morphologie mixte | 99, Inconnu",Il s'agit de la morphologie prédominante de l'éruption cutanée. Les lésions discrètes désignent des lésions séparées et distinctes qui ne sont pas jointes les unes aux autres. Les lésions confluentes désignent des lésions qui se rejoignent ou se rejoignent.,Sélectionnez la morphologie la plus appropriée de l’éruption cutanée le jour de l’évaluation.,,
lesion_morphsize,Taille de l'éruption cutanée (peau) - diamètre le plus large de toute lésion,"1, Moins de 0,5 cm | 2, 0,5-0,99 cm | 3, 1-1,99 cm | 4, 2+ cm","Il s’agit de la taille de l’éruption cutanée, enregistrée comme le diamètre le plus large de toute lésion en centimètres (cm).",Indiquez le diamètre le plus large de toute lésion cutanée mesuré en centimètres (cm) le jour de l’évaluation.,,
lesion_skinles,État actuel des lésions cutanées,"1. Il y a des lésions cutanées actives | 2. Il y a des lésions cutanées et aucune d'entre elles n'est active (lésions en cours de cicatrisation et de résolution, y compris les lésions croûteuses) | 3. Toutes les lésions cutanées sont complètement résolues (toutes les croûtes sont tombées avec une peau intacte) | 4. Aucune lésion cutanée ne s'est développée à ce jour","Il s'agit de l'état des lésions cutanées. Les lésions cutanées actives désignent les macules (lésions plates), les papules (lésions surélevées), les vésicules (surélevées et remplies de liquide clair) ou les pustules (surélevées et remplies de pus, un liquide opaque) qui peuvent développer une dépression au centre (ombilication) ou s'ulcérer. Les lésions cutanées qui ne sont pas actives désignent celles qui ont commencé à former une croûte (sécher), en cours de cicatrisation et de résolution, pour former des croûtes (constituées de sérum séché, de sang ou de pus). Les lésions cutanées qui ont complètement disparu désignent toutes les croûtes qui sont tombées, laissant la peau sous-jacente intacte.",Indiquer l’état dermatologique le plus approprié des lésions cutanées au jour de l’évaluation.,,
lesion_res,Existe-t-il des traces résiduelles de lésions cutanées résolues (cicatrice/décoloration) ?,"1, Oui | 0, Non | 99, Inconnu","Il s'agit de la présence de séquelles secondaires à des lésions cutanées résolues ou en voie de résolution, c'est-à-dire des lésions qui ne sont plus actives (y compris les lésions croûteuses et les lésions où toutes les croûtes sont tombées avec une peau intacte). Cela peut inclure des cicatrices ou une décoloration.",Indiquez « Oui » s’il existe des preuves résiduelles de lésions cutanées résolues le jour de l’évaluation.,,
lesion_mucos,État actuel des lésions muqueuses,"1, Il y a des lésions muqueuses | 2, Il y a des antécédents de lésions muqueuses mais aucune à l'heure actuelle (toutes ont disparu et la muqueuse est guérie) | 3, Aucune lésion muqueuse ne s'est développée à ce jour","Il s'agit de la présence d'une atteinte des muqueuses, notamment celles du tube digestif, des voies respiratoires et de l'appareil génito-urinaire.",Sélectionnez l’option la plus appropriée qui représente l’étendue de l’atteinte muqueuse entre 00h00 et 24h00 le jour de l’évaluation.,,
lesion_orophar,S'il y a des lésions muqueuses : Symptômes ou signes persistants de lésions muqueuses oropharyngées,"1, Oui | 0, Non | 99, Inconnu","Il s'agit de la présence d'une atteinte de la muqueuse de la cavité oropharyngée, se traduisant par des lésions muqueuses actives, un érythème, des modifications inflammatoires. Les symptômes peuvent inclure des maux de gorge, des ulcérations douloureuses, une déglutition douloureuse ou difficile.",Indiquez « Oui » si le patient a présenté des symptômes de lésions muqueuses oropharyngées entre 00h00 et 24h00 le jour de l’évaluation.,,
lesion_pharyn,Si oui : pharyngite,"1, Oui | 0, Non | 99, Inconnu","Il s'agit d'une douleur dans la gorge, généralement en présence d'une inflammation de la gorge (pharynx).",Indiquez « Oui » si le patient a un diagnostic de pharyngite entre 00h00 et 24h00 le jour de l’évaluation.,,
lesion_oropharles,Si oui : Lésion ulcérée oro-pharyngée (active),"1, Oui | 0, Non | 99, Inconnu",Il s’agit de lésions muqueuses ulcérées actives dans la zone située entre le palais mou et la partie supérieure de l’épiglotte.,Indiquez « Oui » s’il y a des lésions actives impliquant cette zone entre 00h00 et 24h00 le jour de l’évaluation.,,
lesion_head,"Y a-t-il des lésions sur la tête, le visage ou le cou ?","1, Oui | 0, Non | 99, Inconnu","Il s’agit de la présence de lésions cutanées touchant la tête, le visage ou le cou.",Indiquez « Oui » s’il y a des lésions actives impliquant cette zone entre 00h00 et 24h00 le jour de l’évaluation.,,
lesion_headt,"Si oui : Type de lésions de la tête, du visage ou du cou","1, Vésicule | 2, Pustule | 3, Lésions ulcérées | 4, Lésions nécrosantes | 5, Lésions fongiques | 6, Lésions hémorragiques | 88, Autre","Il s'agit du type de lésions cutanées touchant la tête, le visage ou le cou. Une vésicule fait référence à une lésion surélevée et remplie de liquide clair. Une pustule fait référence à une lésion surélevée et remplie de pus, un liquide opaque. Une lésion ulcérée fait référence à une lésion avec une rupture de la peau. Une lésion nécrosante fait référence à une lésion avec du tissu nécrotique (mort). Une lésion fongique fait référence à une lésion des tissus sous-jacents qui perce la surface de la peau.","Sélectionnez l’option la plus appropriée qui représente le type de lésions impliquant cette zone, entre 00h00 et 24h00 le jour de l’évaluation.",,
lesion_heado,"Si autre : préciser autre type de lésions de la tête, du visage ou du cou",,"Il s’agit du type de lésions cutanées touchant la tête, le visage ou le cou.","Si « Autre ». Écrivez le type de lésions touchant cette zone, entre 00h00 et 24h00 le jour de l'évaluation.",,
lesion_headnum,"Nombre de lésions de la tête, du visage ou du cou",,"Il s’agit du nombre de lésions cutanées touchant la tête, le visage ou le cou.","Écrivez le nombre de lésions touchant cette zone, entre 00h00 et 24h00 le jour de l'évaluation.",,
lesion_ocular,Y a-t-il des lésions oculaires dans l’orbite ?,"1, Oui | 0, Non | 99, Inconnu",Cela fait référence à la présence de lésions oculaires.,Indiquez « Oui » s’il y a des lésions actives impliquant cette zone entre 00h00 et 24h00 le jour de l’évaluation.,,
lesion_oculart,Si oui : Type de lésions oculaires,"1, Vésicule | 2, Pustule | 3, Lésions ulcérées | 4, Lésions nécrosantes | 5, Lésions fongiques | 6, Lésions hémorragiques | 88, Autre","Cela fait référence au type de lésion oculaire. Une vésicule fait référence à une lésion surélevée et remplie de liquide clair. Une pustule fait référence à une lésion surélevée et remplie de pus, un liquide opaque. Une lésion ulcérée fait référence à une lésion avec une rupture de la peau. Une lésion nécrosante fait référence à une lésion avec du tissu nécrotique (mort). Une lésion fongique fait référence à une lésion des tissus sous-jacents qui perce la surface de la peau.","Sélectionnez l’option la plus appropriée qui représente le type de lésions impliquant cette zone, entre 00h00 et 24h00 le jour de l’évaluation.",,
lesion_ocularo,Si autre : préciser autre type de lésions oculaires,,Cela fait référence au type de lésion oculaire.,"Si « Autre ». Écrivez le type de lésions touchant cette zone, entre 00h00 et 24h00 le jour de l'évaluation.",,
lesion_ocularnum,Nombre de lésions oculaires,,Cela fait référence au nombre de lésions oculaires.,"Écrivez le nombre de lésions touchant cette zone, entre 00h00 et 24h00 le jour de l'évaluation.",,
lesion_torso,Y a-t-il des lésions sur le torse/tronc ?,"1, Oui | 0, Non | 99, Inconnu",Il s’agit de la présence de lésions cutanées touchant le torse/tronc.,Indiquez « Oui » s’il y a des lésions actives impliquant cette zone entre 00h00 et 24h00 le jour de l’évaluation.,,
lesion_torsot,Si oui : Type de lésions du torse/tronc,"1, Vésicule | 2, Pustule | 3, Lésions ulcérées | 4, Lésions nécrosantes | 5, Lésions fongiques | 6, Lésions hémorragiques | 88, Autre","Cela fait référence au type de lésions cutanées impliquant le torse/tronc. Une vésicule fait référence à une lésion surélevée et remplie de liquide clair. Une pustule fait référence à une lésion surélevée et remplie de pus, un liquide opaque. Une lésion ulcérée fait référence à une lésion avec une rupture de la peau. Une lésion nécrosante fait référence à une lésion avec du tissu nécrotique (mort). Une lésion fongique fait référence à une lésion des tissus sous-jacents qui perce la surface de la peau.","Sélectionnez l’option la plus appropriée qui représente le type de lésions impliquant cette zone, entre 00h00 et 24h00 le jour de l’évaluation.",,
lesion_torsoo,Si autre : préciser autre type de lésions du torse/tronc,,Il s’agit du type de lésions cutanées touchant le torse/tronc.,"Si « Autre ». Écrivez le type de lésions touchant cette zone, entre 00h00 et 24h00 le jour de l'évaluation.",,
lesion_torsonum,Nombre de lésions du torse/tronc,,Il s’agit du nombre de lésions cutanées touchant le torse/tronc.,"Écrivez le nombre de lésions touchant cette zone, entre 00h00 et 24h00 le jour de l'évaluation.",,
lesion_arms,Y a-t-il des lésions sur les bras et/ou les mains ?,"1, Oui | 0, Non | 99, Inconnu",Il s’agit de la présence de lésions cutanées touchant les bras et/ou les mains.,Indiquez « Oui » s’il y a des lésions actives impliquant cette zone entre 00h00 et 24h00 le jour de l’évaluation.,,
lesion_armst,Si oui : Type de lésions des bras/mains,"1, Vésicule | 2, Pustule | 3, Lésions ulcérées | 4, Lésions nécrosantes | 5, Lésions fongiques | 6, Lésions hémorragiques | 88, Autre","Il s'agit du type de lésions cutanées touchant les bras et/ou les mains. Une vésicule fait référence à une lésion surélevée et remplie de liquide clair. Une pustule fait référence à une lésion surélevée et remplie de pus, un liquide opaque. Une lésion ulcérée fait référence à une lésion avec une rupture de la peau. Une lésion nécrosante fait référence à une lésion avec du tissu nécrotique (mort). Une lésion fongique fait référence à une lésion des tissus sous-jacents qui perce la surface de la peau.","Sélectionnez l’option la plus appropriée qui représente le type de lésions impliquant cette zone, entre 00h00 et 24h00 le jour de l’évaluation.",,
lesion_armso,Si autre : Préciser autre type de lésions des bras/mains,,Il s’agit du type de lésions cutanées touchant les bras et/ou les mains.,"Si « Autre ». Écrivez le type de lésions touchant cette zone, entre 00h00 et 24h00 le jour de l'évaluation.",,
lesion_armsnum,Nombre de lésions aux bras/mains,,Il s’agit du nombre de lésions cutanées touchant les bras et/ou les mains.,"Écrivez le nombre de lésions touchant cette zone, entre 00h00 et 24h00 le jour de l'évaluation.",,
lesion_legs,Y a-t-il des lésions sur les jambes et/ou les pieds ?,"1, Oui | 0, Non | 99, Inconnu",Il s’agit de la présence de lésions cutanées touchant les jambes et/ou les pieds.,Indiquez « Oui » s’il y a des lésions actives impliquant cette zone entre 00h00 et 24h00 le jour de l’évaluation.,,
lesion_legst,Si oui : Type de lésions des jambes/pieds,"1, Vésicule | 2, Pustule | 3, Lésions ulcérées | 4, Lésions nécrosantes | 5, Lésions fongiques | 6, Lésions hémorragiques | 88, Autre","Il s'agit du type de lésions cutanées touchant les jambes et/ou les pieds. Une vésicule fait référence à une lésion surélevée et remplie de liquide clair. Une pustule fait référence à une lésion surélevée et remplie de pus, un liquide opaque. Une lésion ulcérée fait référence à une lésion avec une rupture de la peau. Une lésion nécrosante fait référence à une lésion avec du tissu nécrotique (mort). Une lésion fongique fait référence à une lésion des tissus sous-jacents qui perce la surface de la peau.","Sélectionnez l’option la plus appropriée qui représente le type de lésions impliquant cette zone, entre 00h00 et 24h00 le jour de l’évaluation.",,
lesion_legso,Si autre : Préciser autre type de lésions des jambes/pieds,,Il s’agit du type de lésions cutanées touchant les jambes et/ou les pieds.,"Si « Autre ». Écrivez le type de lésions touchant cette zone, entre 00h00 et 24h00 le jour de l'évaluation.",,
lesion_legsnum,Nombre de lésions des jambes/pieds,,Il s’agit du nombre de lésions cutanées touchant les jambes et/ou les pieds.,"Écrivez le nombre de lésions touchant cette zone, entre 00h00 et 24h00 le jour de l'évaluation.",,
lesion_palm,Y a-t-il des lésions sur les paumes ?,"1, Oui | 0, Non | 99, Inconnu",Il s’agit de la présence de lésions cutanées touchant les paumes.,Indiquez « Oui » s’il y a des lésions actives impliquant cette zone entre 00h00 et 24h00 le jour de l’évaluation.,,
lesion_palmt,Si oui : Type de lésions palmaires,"1, Vésicule | 2, Pustule | 3, Lésions ulcérées | 4, Lésions nécrosantes | 5, Lésions fongiques | 6, Lésions hémorragiques | 88, Autre","Il s'agit du type de lésions cutanées touchant les paumes. Une vésicule fait référence à une lésion surélevée et remplie de liquide clair. Une pustule fait référence à une lésion surélevée et remplie de pus, un liquide opaque. Une lésion ulcérée fait référence à une lésion avec une rupture de la peau. Une lésion nécrosante fait référence à une lésion avec du tissu nécrotique (mort). Une lésion fongique fait référence à une lésion des tissus sous-jacents qui perce la surface de la peau.","Sélectionnez l’option la plus appropriée qui représente le type de lésions impliquant cette zone, entre 00h00 et 24h00 le jour de l’évaluation.",,
lesion_palmo,Si autre : préciser autre type de lésions palmaires,,Cela fait référence au type de lésions cutanées touchant les paumes.,"Si « Autre ». Écrivez le type de lésions touchant cette zone, entre 00h00 et 24h00 le jour de l'évaluation.",,
lesion_palmnum,Nombre de lésions palmaires,,Cela fait référence au nombre de lésions cutanées impliquant les paumes.,"Écrivez le nombre de lésions touchant cette zone, entre 00h00 et 24h00 le jour de l'évaluation.",,
lesion_sole,Y a-t-il des lésions sur la plante des pieds ?,"1, Oui | 0, Non | 99, Inconnu",Il s'agit de la présence de lésions cutanées touchant la plante des pieds.,Indiquez « Oui » s’il y a des lésions actives impliquant cette zone entre 00h00 et 24h00 le jour de l’évaluation.,,
lesion_solet,Si oui : Type de lésions plantaires,"1, Vésicule | 2, Pustule | 3, Lésions ulcérées | 4, Lésions nécrosantes | 5, Lésions fongiques | 6, Lésions hémorragiques | 88, Autre","Cela fait référence au type de lésions cutanées touchant la plante des pieds. Une vésicule fait référence à une lésion surélevée et remplie de liquide clair. Une pustule fait référence à une lésion surélevée et remplie de pus, un liquide opaque. Une lésion ulcérée fait référence à une lésion avec une rupture de la peau. Une lésion nécrosante fait référence à une lésion avec du tissu nécrotique (mort). Une lésion fongique fait référence à une lésion des tissus sous-jacents qui perce la surface de la peau.","Sélectionnez l’option la plus appropriée qui représente le type de lésions impliquant cette zone, entre 00h00 et 24h00 le jour de l’évaluation.",,
lesion_soleo,Si autre : préciser autre type de lésions plantaires,,Il s'agit du type de lésions cutanées touchant la plante des pieds.,"Si « Autre ». Écrivez le type de lésions touchant cette zone, entre 00h00 et 24h00 le jour de l'évaluation.",,
lesion_solenum,Nombre de lésions de la plante des pieds,,Cela fait référence au nombre de semelles impliquées.,"Écrivez le nombre de lésions touchant cette zone, entre 00h00 et 24h00 le jour de l'évaluation.",,
lesion_genit,Y a-t-il des lésions sur les organes génitaux externes ?,"1, Oui | 0, Non | 99, Inconnu",Il s’agit de la présence de lésions cutanées touchant les organes génitaux externes.,Indiquez « Oui » s’il y a des lésions actives impliquant cette zone entre 00h00 et 24h00 le jour de l’évaluation.,,
lesion_genitt,Si oui : Type de lésions des organes génitaux externes,"1, Vésicule | 2, Pustule | 3, Lésions ulcérées | 4, Lésions nécrosantes | 5, Lésions fongiques | 6, Lésions hémorragiques | 88, Autre","Il s'agit du type de lésions cutanées touchant les organes génitaux externes. Une vésicule fait référence à une lésion surélevée remplie de liquide clair. Une pustule fait référence à une lésion surélevée remplie de pus, un liquide opaque. Une lésion ulcérée fait référence à une lésion présentant une rupture de la peau. Une lésion nécrosante fait référence à une lésion présentant des tissus nécrotiques (morts). Une lésion fongique fait référence à une lésion des tissus sous-jacents qui perce la surface de la peau.","Sélectionnez l’option la plus appropriée qui représente le type de lésions impliquant cette zone, entre 00h00 et 24h00 le jour de l’évaluation.",,
lesion_genito,Si autre : préciser autre type de lésions des organes génitaux externes,,Il s’agit du type de lésions cutanées touchant les organes génitaux externes.,"Si « Autre ». Écrivez le type de lésions touchant cette zone, entre 00h00 et 24h00 le jour de l'évaluation.",,
lesion_genitnum,Nombre de lésions des organes génitaux externes,,Il s'agit du nombre de lésions impliquant les organes génitaux externes.,"Écrivez le nombre de lésions touchant cette zone, entre 00h00 et 24h00 le jour de l'évaluation.",,
lesion_peri,Y a-t-il des lésions périanales ?,"1, Oui | 0, Non | 99, Inconnu",Il s’agit de la présence de lésions cutanées touchant la région périanale.,Indiquez « Oui » s’il y a des lésions actives impliquant cette zone entre 00h00 et 24h00 le jour de l’évaluation.,,
lesion_perit,Si oui : Type de lésions périanales,"1, Vésicule | 2, Pustule | 3, Lésions ulcérées | 4, Lésions nécrosantes | 5, Lésions fongiques | 6, Lésions hémorragiques | 88, Autre","Il s'agit du type de lésions cutanées touchant la région périanale. Une vésicule fait référence à une lésion surélevée remplie de liquide clair. Une pustule fait référence à une lésion surélevée remplie de pus, un liquide opaque. Une lésion ulcérée fait référence à une lésion présentant une rupture de la peau. Une lésion nécrosante fait référence à une lésion présentant des tissus nécrotiques (morts). Une lésion fongique fait référence à une lésion des tissus sous-jacents qui perce la surface de la peau.","Sélectionnez l’option la plus appropriée qui représente le type de lésions impliquant cette zone, entre 00h00 et 24h00 le jour de l’évaluation.",,
lesion_perio,Si autre : préciser autre type de lésions périanales,,Il s’agit du type de lésions cutanées touchant la région périanale.,"Si « Autre ». Écrivez le type de lésions touchant cette zone, entre 00h00 et 24h00 le jour de l'évaluation.",,
lesion_perinum,Nombre de lésions périanales,,Cela fait référence au nombre de cas impliquant la région périanale.,"Écrivez le nombre de lésions touchant cette zone, entre 00h00 et 24h00 le jour de l'évaluation.",,
lesion_mouth,Y a-t-il des lésions à l’intérieur de la bouche ?,"1, Oui | 0, Non | 99, Inconnu",Il s’agit de la présence de lésions muqueuses à l’intérieur de la bouche (cavité buccale).,Indiquez « Oui » s’il y a des lésions actives impliquant cette zone entre 00h00 et 24h00 le jour de l’évaluation.,,
lesion_mouthstat,Si oui : état des lésions à l'intérieur de la bouche,"1, Provoquer de la douleur | 2, Saignement ou écoulement | 3, Ulcération","Il s'agit de l'état des lésions muqueuses de la bouche (cavité buccale). Une lésion douloureuse est associée à une sensation désagréable, inconfortable ou douloureuse au niveau du site de la lésion. Une lésion qui saigne ou qui s'écoule est associée à un saignement des vaisseaux sanguins ou à un écoulement de liquide séreux/purulent au niveau du site de la lésion. Une lésion ulcérée est associée à une érosion de la muqueuse de la bouche, montrant une excavation locale de la surface au niveau du site de la lésion.","Sélectionnez l’option la plus appropriée qui représente le type de lésions impliquant cette zone, entre 00h00 et 24h00 le jour de l’évaluation.",,
lesion_vagin,Y a-t-il des lésions dans le canal vaginal ?,"1, Oui | 0, Non | 99, Inconnu",Il s’agit de la présence de lésions muqueuses dans le canal vaginal.,Indiquez « Oui » s’il y a des lésions actives impliquant cette zone entre 00h00 et 24h00 le jour de l’évaluation.,,
lesion_vaginstat,Si oui : état de la lésion du canal vaginal,"1, Provoquer de la douleur | 2, Saignement ou écoulement | 3, Ulcération","Il s'agit de l'état des lésions muqueuses du canal vaginal. Une lésion douloureuse est associée à une sensation désagréable, inconfortable ou douloureuse au niveau du site de la lésion. Une lésion qui saigne ou qui s'écoule est associée à un saignement des vaisseaux sanguins ou à un écoulement de liquide séreux/purulent au niveau du site de la lésion. Une lésion ulcérée est associée à une érosion de la muqueuse de la bouche, montrant une excavation locale de la surface au niveau du site de la lésion.","Sélectionnez l’option la plus appropriée qui représente le type de lésions impliquant cette zone, entre 00h00 et 24h00 le jour de l’évaluation.",,
lesion_rectum,Y a-t-il des lésions au niveau du rectum ?,"1, Oui | 0, Non | 99, Inconnu",Il s’agit de la présence de lésions muqueuses dans le rectum.,Indiquez « Oui » s’il y a des lésions actives impliquant cette zone entre 00h00 et 24h00 le jour de l’évaluation.,,
lesion_rectumstat,Si oui aux lésions du rectum : Statut des lésions rectales,"1, Provoquer de la douleur | 2, Saignement ou écoulement | 3, Ulcération | 4, Ténesme","Il s'agit de l'état des lésions muqueuses du rectum. Une lésion douloureuse est associée à une sensation désagréable, inconfortable ou douloureuse au niveau du site de la lésion. Une lésion qui saigne ou qui s'écoule est associée à un saignement des vaisseaux sanguins ou à un écoulement de liquide séreux/purulent au niveau du site de la lésion. Une lésion ulcérée est associée à une érosion de la muqueuse de la bouche, montrant une excavation locale de la surface au niveau du site de la lésion.","Sélectionnez l’option la plus appropriée qui représente le type de lésions impliquant cette zone, entre 00h00 et 24h00 le jour de l’évaluation.",,
lesion_anorec,Si oui aux lésions du rectum : Ano-rectite,"1, Oui | 0, Non | 99, Inconnu",Définie comme une inflammation des muqueuses de l’anus et/ou du rectum qui peut s’accompagner de douleurs ou de saignements.,Indiquez « Oui » si le patient a ressenti cela à un moment quelconque au cours de la date d’évaluation.,,
lesion_penis,Y a-t-il des lésions sur le pénis ?,"1, Oui | 0, Non | 99, Inconnu",Il s’agit de la présence de lésions muqueuses sur le pénis.,Indiquez « Oui » s’il y a des lésions actives impliquant cette zone entre 00h00 et 24h00 le jour de l’évaluation.,,
lesion_penisstat,Si oui : statut de la lésion pénienne,"1, Provoquer de la douleur | 2, Saignement ou écoulement | 3, Ulcération","Il s'agit de l'état des lésions muqueuses du pénis. Une lésion douloureuse est associée à une sensation désagréable, inconfortable ou douloureuse au niveau du site de la lésion. Une lésion qui saigne ou qui s'écoule est associée à un saignement des vaisseaux sanguins ou à un écoulement de liquide séreux/purulent au niveau du site de la lésion. Une lésion ulcérée est associée à une érosion de la muqueuse de la bouche, montrant une excavation locale de la surface au niveau du site de la lésion.","Sélectionnez l’option la plus appropriée qui représente le type de lésions impliquant cette zone, entre 00h00 et 24h00 le jour de l’évaluation.",,
lesion_locoth,Autre(s) site(s),"1, Oui | 0, Non | 99, Inconnu",Il s’agit de la présence de lésions muqueuses impliquant d’autres sites.,"Indiquez « Oui » s'il existe des lésions actives impliquant d'autres sites entre 00h00 et 24h00 le jour de l'évaluation, non spécifiés ci-dessus.",,
lesion_spec,Si oui pour autre(s) site(s) : Précisez autre(s) site(s),,Il s’agit de la présence de lésions muqueuses impliquant d’autres sites.,"Si « Oui », indiquez la localisation des lésions muqueuses impliquant un ou plusieurs autres sites.",,
